adversario,altura,ano_nascimento,assistencias,bloqueios,carrinhos,chutes_certos,chutes_total,cidade_nascimento,codigo,cruzamentos,faltas_cometidas,faltas_sofridas,gols,impedimentos,nome,pais_nascimento,passes,peso,posicao,roubadas,time
Uruguay,1.90,"28 January, 1978",0,0,0,0,0,Carrara,360304,0,0,0,0,0,Gianluigi Buffon,Italy,0,83,Goalkeeper,0,Italy
Uruguay,1.90,"12 January, 1987",0,0,0,0,0,Nuoro,346769,0,0,0,0,0,Salvatore Sirigu,Italy,0,80,Goalkeeper,0,Italy
Uruguay,1.88,"10 November, 1992",0,0,0,0,0,Latina,513642,0,0,0,0,0,Mattia Perin,Italy,0,74,Goalkeeper,0,Italy
Italy,1.90,"16 June, 1986",0,0,0,0,0,Buenos Aires,387348,0,0,0,0,0,Fernando Muslera,Argentina,0,77,Goalkeeper,0,Uruguay
Italy,1.87,"25 March, 1983",0,0,0,0,0,Montevideo,359237,0,0,0,0,0,Martín Silva,Uruguay,0,80,Goalkeeper,0,Uruguay
Italy,1.85,"22 January, 1982",0,0,0,0,0,Montevideo,491576,0,0,0,0,0,Rodrigo Munoz,Uruguay,0,77,Goalkeeper,0,Uruguay
Colombia,1.76,"27 March, 1988",0,0,0,0,1,Kannami,390339,3,0,0,0,0,Atsuto Uchida,Japan,28,62,Defender,3,Japan
Colombia,1.89,"24 August, 1988",0,2,2,1,1,Nagasaki,394603,0,1,4,0,0,Yoshida Maya,Japan,47,78,Defender,16,Japan
Colombia,1.78,"25 January, 1983",0,2,3,1,1,Sendai,394780,0,2,1,0,0,Yasuyuki Konno,Japan,49,73,Defender,6,Japan
Colombia,1.70,"12 September, 1986",0,1,0,2,2,Ehime,395130,5,3,0,0,0,Yuto Nagatomo,Japan,40,68,Defender,3,Japan
Colombia,1.74,"22 February, 1986",0,0,0,1,1,Okayama,394651,0,2,0,0,0,Aoyama Toshihiro,Japan,25,73,Midfielder,4,Japan
Colombia,1.80,"18 January, 1984",0,0,0,1,1,Fujieda,364421,0,1,3,0,0,Makoto Hasebe,Japan,50,65,Midfielder,11,Japan
Colombia,1.74,"16 April, 1986",0,0,0,1,2,Takarazuka,394566,0,1,4,1,0,Shinji Okazaki,Japan,6,76,Forward,3,Japan
Colombia,1.82,"13 June, 1986",1,0,0,3,4,Osaka,394585,1,0,4,0,0,Keisuke Honda,Japan,29,76,Forward,4,Japan
Colombia,1.72,"17 March, 1989",0,0,1,1,5,Kobe,390340,2,0,1,0,0,Shinji Kagawa,Japan,37,63,Forward,2,Japan
Colombia,1.70,"9 June, 1982",0,0,0,1,4,Fukuoka,374178,1,0,2,0,0,Yoshito Okubo,Japan,23,73,Forward,0,Japan
Colombia,1.77,"3 January, 1990",0,0,0,1,1,Osaka,394835,0,0,0,0,0,Kakitani Yoichiro,Japan,4,68,Forward,1,Japan
Colombia,1.72,"12 November, 1989",0,0,0,0,0,Oita,445461,0,0,0,0,0,Hiroshi Kiyotake,Japan,5,63,Forward,1,Japan
Colombia,1.73,"6 October, 1990",0,0,2,0,0,Mie,492909,0,0,0,0,0,Yamaguchi Hotaru,Japan,16,72,Midfielder,1,Japan
Colombia,1.78,"28 January, 1980",0,0,0,0,0,Kagoshima,358760,0,0,0,0,0,Yasuhito Endo,Japan,0,75,Midfielder,0,Japan
Colombia,1.83,"21 May, 1987",0,0,0,0,0,Hiroshima,390345,0,0,0,0,0,Morishige Masato,Japan,0,76,Defender,0,Japan
Colombia,1.79,"28 August, 1985",0,0,0,0,0,Miyazaki,395125,0,0,0,0,0,Inoha Masahiko,Japan,0,74,Defender,0,Japan
Colombia,1.69,"4 April, 1990",0,0,0,0,0,Kanagawa,445387,0,0,0,0,0,Saito Manabu,Japan,0,68,Forward,0,Japan
Colombia,1.85,"12 April, 1990",0,0,0,0,0,Kashiwa,445416,0,0,0,0,0,Hiroki Sakai,Japan,0,70,Defender,0,Japan
Colombia,1.76,"14 March, 1991",0,0,0,0,0,New York,447020,0,0,0,0,0,Gotoku Sakai,United States,0,74,Defender,0,Japan
Colombia,1.82,"18 May, 1990",0,0,0,0,0,Kagoshima,492865,0,0,0,0,0,Osako Yuya,Japan,0,73,Forward,0,Japan
Japan,1.71,"13 January, 1992",0,3,1,0,1,Medellin,716865,1,0,0,0,0,Santiago Arias,Colombia,32,68,Defender,10,Colombia
Japan,1.88,"22 May, 1985",0,0,0,0,0,Cali,463178,0,2,0,0,0,Carlos Valdés,Colombia,26,77,Defender,7,Colombia
Japan,1.81,"28 February, 1993",0,3,1,0,0,Bogota,727328,0,2,0,0,0,Éder Balanta,Colombia,21,78,Defender,8,Colombia
Japan,1.74,"2 November, 1986",0,0,1,0,0,Tumaco,374302,1,2,0,0,0,Pablo Armero,Colombia,23,81,Defender,8,Colombia
Japan,1.78,"26 May, 1988",0,0,0,1,1,Necocli,490689,0,1,1,1,0,Juan Cuadrado,Colombia,10,66,Midfielder,0,Colombia
Japan,1.79,"11 July, 1988",0,4,2,0,0,Barranquilla,588006,0,3,0,0,0,Alexander Mejía,Colombia,21,78,Midfielder,10,Colombia
Japan,1.87,"30 June, 1986",0,0,2,0,0,Puerto Boyaca,347380,1,3,1,0,0,Fredy Guarín,Colombia,23,77,Midfielder,3,Colombia
Japan,1.68,"18 January, 1993",0,0,1,0,1,Medellin,648645,0,0,0,0,0,Juan Quintero,Colombia,14,64,Midfielder,2,Colombia
Japan,1.86,"3 October, 1986",0,0,0,3,4,Quibdo,374514,0,0,2,2,1,Jackson Martínez,Colombia,18,85,Forward,3,Colombia
Japan,1.84,"22 January, 1986",1,0,0,2,2,Santander de Quilichao,374316,1,3,2,0,1,Adrián Ramos,Colombia,23,74,Forward,2,Colombia
Japan,1.80,"25 July, 1990",0,0,0,0,1,Bogota,554281,0,2,2,0,0,Carlos Carbonero,Colombia,16,77,Midfielder,1,Colombia
Japan,1.80,"12 July, 1991",2,0,0,3,3,Cucuta,491720,2,1,2,1,0,James Rodríguez,Colombia,21,77,Midfielder,2,Colombia
Japan,1.87,"30 September, 1986",0,0,0,0,0,Padilla,346357,0,0,0,0,0,Cristian Zapata,Colombia,0,82,Defender,0,Colombia
Japan,1.86,"13 January, 1976",0,0,0,0,0,Cali,347398,0,0,0,0,0,Mario Yepes,Colombia,0,83,Defender,0,Colombia
Japan,1.71,"14 December, 1985",0,0,0,0,0,Chigorodo,371070,0,0,0,0,0,Juan Zuniga,Colombia,0,72,Defender,0,Colombia
Japan,1.82,"6 February, 1986",0,0,0,0,0,Quibdo,395451,0,0,0,0,0,Carlos Sánchez,Colombia,0,82,Midfielder,0,Colombia
Japan,1.87,"6 January, 1985",0,0,0,0,0,Santa Fe de Bogota,487465,0,0,0,0,0,Abel Aguilar,Colombia,0,82,Midfielder,0,Colombia
Japan,1.80,"17 May, 1985",0,0,0,0,0,Barranquilla,516681,0,0,0,0,0,Teófilo Gutiérrez,Colombia,0,72,Forward,0,Colombia
Japan,1.88,"19 May, 1990",0,0,0,0,0,Santiago de Cali,608422,0,0,0,0,0,Víctor Ibarbo,Colombia,0,78,Forward,0,Colombia
Colombia,1.85,"20 March, 1983",0,0,0,0,0,Yono,395310,0,0,0,0,0,Eiji Kawashima,Japan,0,82,Goalkeeper,0,Japan
Colombia,1.83,"18 June, 1986",0,0,0,0,0,Oita,395037,0,0,0,0,0,Shusaku Nishikawa,Japan,0,81,Goalkeeper,0,Japan
Colombia,1.87,"3 March, 1989",0,0,0,0,0,Tokyo,395122,0,0,0,0,0,Shuichi Gonda,Japan,0,85,Goalkeeper,0,Japan
Japan,1.83,"31 August, 1988",0,0,0,0,0,Medellin,399085,0,0,0,0,0,David Ospina,Colombia,0,79,Goalkeeper,0,Colombia
Japan,1.91,"21 June, 1971",0,0,0,0,0,Cali,348901,0,0,0,0,0,Faryd Mondragón,Colombia,0,94,Goalkeeper,0,Colombia
Japan,1.85,"9 March, 1989",0,0,0,0,0,Bogota,555044,0,0,0,0,0,Camilo Vargas,Colombia,0,81,Goalkeeper,0,Colombia
Ivory Coast,1.85,"10 June, 1985",0,1,3,0,2,Xanthi,409126,7,3,1,0,0,Vasilis Torosidis,Greece,28,80,Defender,2,Greece
Ivory Coast,1.86,"14 June, 1991",0,0,2,0,0,Naxos,490673,0,2,2,0,0,Konstantinos Manolas,Greece,22,79,Defender,10,Greece
Ivory Coast,1.86,"9 June, 1988",0,2,0,0,0,Kalamata,349081,0,1,1,0,0,Sokratis Papastathopoulos,Greece,20,85,Defender,7,Greece
Ivory Coast,1.84,"27 June, 1984",0,1,2,0,1,Aschaffenburg,408160,4,3,2,0,0,José Holebas,West Germany,15,79,Defender,7,Greece
Ivory Coast,1.84,"26 July, 1987",0,0,0,0,0,Tirana,349158,1,0,1,0,0,Panagiotis Koné,Albania,1,74,Midfielder,0,Greece
Ivory Coast,1.78,"12 October, 1986",0,0,2,0,0,Livadia,415506,0,2,1,0,0,Ioannis Maniatis,Greece,37,68,Midfielder,9,Greece
Ivory Coast,1.76,"6 March, 1977",0,0,1,2,3,Pyrgos,353049,3,0,0,0,0,Giorgos Karagounis,Greece,24,74,Midfielder,1,Greece
Ivory Coast,1.92,"21 February, 1985",1,0,3,1,1,Heraklion,346109,1,1,5,1,0,Georgios Samaras,Greece,20,86,Forward,1,Greece
Ivory Coast,1.71,"18 August, 1981",0,0,2,1,1,Thessaloniki,349417,3,1,3,0,1,Dimitrios Salpingidis,Greece,19,74,Forward,4,Greece
Ivory Coast,1.79,"23 May, 1980",0,0,0,0,0,Larissa,345322,0,0,0,0,0,Theofanis Gekas,Greece,0,72,Forward,0,Greece
Ivory Coast,1.90,"13 June, 1989",0,2,0,1,1,Patras,541738,0,0,3,1,0,Andreas Samaris,Greece,38,80,Midfielder,10,Greece
Ivory Coast,1.93,"26 August, 1981",0,0,0,0,0,Larissa,349077,0,0,0,0,0,Vangelis Moras,Greece,0,78,Defender,0,Greece
Ivory Coast,1.84,"5 February, 1981",0,0,0,0,0,Albrechtice,349387,0,0,0,0,0,Loukas Vyntra,Czechoslovakia,0,76,Defender,0,Greece
Ivory Coast,1.90,"13 February, 1985",0,0,0,0,0,Katerini,349396,0,0,0,0,0,Alexandros Tziolis,Greece,0,84,Midfielder,0,Greece
Ivory Coast,1.88,"12 March, 1988",0,0,0,0,0,Kavala,409124,0,0,0,0,0,Konstantinos Mitroglou,Greece,0,94,Forward,0,Greece
Ivory Coast,1.83,"26 November, 1987",0,0,0,0,0,Athens,445324,0,0,0,0,0,Georgios Tzavelas,Greece,0,80,Defender,0,Greece
Ivory Coast,1.94,"15 February, 1991",0,0,0,0,0,Nafplio,492491,0,0,0,0,0,Panagiotis Tachtsidis,Greece,0,86,Midfielder,0,Greece
Ivory Coast,1.64,"21 December, 1990",0,0,0,0,0,Drama,531608,0,0,0,0,0,Ioannis Fetfatzidis,Greece,0,64,Forward,0,Greece
Greece,1.76,"24 December, 1992",0,1,2,0,0,Ouragahio,536032,2,2,2,0,0,Serge Aurier,Ivory Coast,41,75,Defender,4,Ivory Coast
Greece,1.83,"19 March, 1981",0,0,1,0,1,Sokoura Bouake,346029,0,2,1,0,0,Kolo Touré,Ivory Coast,36,74,Defender,6,Ivory Coast
Greece,1.90,"13 January, 1985",0,1,0,0,1,Ivry-sur-Seine,345298,0,3,0,0,0,Souleymane Bamba,France,41,89,Defender,9,Ivory Coast
Greece,1.66,"2 April, 1983",0,2,2,1,1,Abidjan,345644,3,2,1,0,0,Arthur Boka,Ivory Coast,41,67,Defender,11,Ivory Coast
Greece,1.75,"21 June, 1986",0,0,0,1,1,Yamoussoukro,347134,1,0,0,0,0,Cheick Tioté,Ivory Coast,34,86,Midfielder,6,Ivory Coast
Greece,1.89,"13 May, 1983",0,0,0,3,3,Sekoura Bouake,347384,1,0,1,0,0,Yaya Touré,Ivory Coast,52,90,Midfielder,4,Ivory Coast
Greece,1.79,"7 November, 1984",0,0,2,0,0,Facobly,458638,0,3,0,0,0,Serey Die,Ivory Coast,60,77,Midfielder,13,Ivory Coast
Greece,1.75,"5 August, 1985",0,0,2,1,2,Oume,331043,4,4,2,0,0,Salomon Kalou,Ivory Coast,14,77,Forward,3,Ivory Coast
Greece,1.80,"11 March, 1978",0,1,2,0,0,Abidjan,330398,2,3,2,0,0,Didier Drogba,Ivory Coast,13,91,Forward,2,Ivory Coast
Greece,1.79,"27 May, 1987",1,1,0,1,1,Anyama,532928,0,0,1,0,0,Gervinho,Ivory Coast,21,68,Forward,0,Ivory Coast
Greece,1.80,"31 March, 1989",0,0,2,1,1,Saint-Sebastien-sur-Loire,386314,0,2,1,0,1,Giovanni Sio,France,2,77,Forward,1,Ivory Coast
Greece,1.82,"10 December, 1988",0,0,0,1,2,Bingerville,464644,0,2,0,1,0,Wilfried Bony,Ivory Coast,2,88,Forward,0,Ivory Coast
Greece,1.80,"28 August, 1992",0,0,0,0,0,Abidjan,595794,0,0,0,0,0,Ismael Diomande,Ivory Coast,2,75,Midfielder,0,Ivory Coast
Greece,1.74,"22 May, 1984",0,0,0,0,0,Abidjan,409107,0,0,0,0,0,Didier Ya Konan,Ivory Coast,0,74,Midfielder,0,Ivory Coast
Greece,1.77,"30 November, 1987",0,0,0,0,0,Abidjan,422411,0,0,0,0,0,Max Gradel,Ivory Coast,0,69,Midfielder,0,Ivory Coast
Greece,1.86,"21 December, 1986",0,0,0,0,0,Daloa,461699,0,0,0,0,0,Ousmane Diarrassouba,Ivory Coast,0,83,Defender,0,Ivory Coast
Greece,1.77,"17 October, 1986",0,0,0,0,0,Abidjan,462543,0,0,0,0,0,Constant Djakpa,Ivory Coast,0,71,Defender,0,Ivory Coast
Greece,1.85,"14 November, 1990",0,0,0,0,0,Oslo,573604,0,0,0,0,0,Mathis Bolly,Norway,0,77,Midfielder,0,Ivory Coast
Greece,1.80,"11 October, 1992",0,0,0,0,0,Toulouse,638926,0,0,0,0,0,Jean-Daniel Akpa,France,0,70,Defender,0,Ivory Coast
Ivory Coast,1.89,"11 July, 1985",0,0,0,0,0,Athens,415214,0,0,0,0,0,Orestis Karnezis,Greece,0,84,Goalkeeper,0,Greece
Ivory Coast,1.90,"10 October, 1986",0,0,0,0,0,Volos,445071,0,0,0,0,0,Panagiotis Glykos,Greece,0,77,Goalkeeper,0,Greece
Ivory Coast,1.96,"18 March, 1994",0,0,0,0,0,Athens,565008,0,0,0,0,0,Stefanos Kapino,Greece,0,81,Goalkeeper,0,Greece
Greece,1.90,"29 October, 1988",0,0,0,0,0,San Pedro,794286,0,0,0,0,0,Sylvain Gbohouo,Ivory Coast,0,82,Goalkeeper,0,Ivory Coast
Greece,1.93,"15 June, 1993",0,0,0,0,0,Abidjan,821845,0,0,0,0,0,Sayouba Mandé,Ivory Coast,0,89,Goalkeeper,0,Ivory Coast
Argentina,1.90,"18 October, 1988",0,1,0,0,1,Kaduna,392604,1,1,1,0,0,Efe Ambrose,Nigeria,44,70,Defender,8,Nigeria
Argentina,1.85,"6 September, 1980",0,0,0,0,0,Kano,346040,0,1,0,0,0,Joseph Yobo,Nigeria,23,85,Defender,4,Nigeria
Argentina,1.84,"14 September, 1990",0,1,3,0,0,Ilorin,656341,5,3,0,0,0,Juwon Oshaniwa,Nigeria,30,69,Defender,4,Nigeria
Argentina,1.85,"17 October, 1993",0,0,2,0,0,Jos,604558,0,2,1,0,0,Kenneth Omeruo,Nigeria,28,71,Defender,5,Nigeria
Argentina,1.76,"14 October, 1992",0,0,0,3,4,Bukuru,575271,2,0,1,2,0,Ahmed Musa,Nigeria,14,62,Forward,0,Nigeria
Argentina,1.68,"25 December, 1992",0,1,4,2,3,Lagos,655435,0,2,1,0,0,Ogenyi Onazi,Nigeria,47,73,Midfielder,9,Nigeria
Argentina,1.88,"22 April, 1987",0,0,1,1,1,Jos,330396,0,1,0,0,0,John Obi Mikel,Nigeria,42,86,Midfielder,6,Nigeria
Argentina,1.65,"24 December, 1992",1,0,1,0,0,Lagos,735699,1,3,0,0,0,Michael Babatunde,Nigeria,17,72,Forward,2,Nigeria
Argentina,1.81,"15 July, 1981",0,0,1,0,1,Tashkent,347710,3,2,0,0,0,Peter Odemwingie,USSR,15,79,Forward,2,Nigeria
Argentina,1.82,"10 May, 1987",1,1,0,0,1,Otuocha,608424,1,2,1,0,1,Emmanuel Emenike,Nigeria,18,90,Forward,2,Nigeria
Argentina,1.77,"17 September, 1991",0,0,0,0,0,Lagos,604564,0,0,0,0,0,Uche Nwofor,Nigeria,3,75,Forward,0,Nigeria
Argentina,1.94,"3 February, 1990",0,0,0,1,1,Enugu,537661,0,0,0,0,0,Okechukwu Uchebo,Nigeria,7,85,Forward,1,Nigeria
Argentina,1.88,"12 October, 1981",0,0,0,0,0,Zaria,345955,0,0,0,0,0,Shola Ameobi,Nigeria,0,95,Forward,0,Nigeria
Argentina,1.70,"12 December, 1992",0,0,0,0,0,Abuya,604572,0,0,0,0,0,Ramón Azeez,Nigeria,0,70,Midfielder,0,Nigeria
Argentina,1.83,"16 August, 1990",0,0,0,0,0,Akure,656342,0,0,0,0,0,Godfrey Oboabona,Nigeria,0,85,Defender,0,Nigeria
Argentina,1.95,"16 July, 1989",0,0,0,0,0,Lafia,656343,0,0,0,0,0,Azubuike Egwuekwe,Nigeria,0,91,Defender,0,Nigeria
Argentina,1.84,"25 September, 1990",0,0,0,0,0,Kaduna,656351,0,0,0,0,0,Ruben Gabriel,Nigeria,0,86,Midfielder,0,Nigeria
Argentina,1.68,"23 March, 1988",0,0,0,0,0,Aba,656358,0,0,0,0,0,Ejike Uzoenyi,Nigeria,0,62,Midfielder,0,Nigeria
Argentina,1.87,"30 April, 1991",0,0,0,0,0,indefinido,735697,0,0,0,0,0,Ebenezer Odunlami,Nigeria,0,70,Defender,0,Nigeria
Nigeria,1.74,"16 January, 1985",0,2,0,0,0,Buenos Aires,348661,1,2,0,0,0,Pablo Zabaleta,Argentina,34,74,Defender,3,Argentina
Nigeria,1.90,"21 February, 1989",0,1,0,1,1,Tres Algarrobos,457756,0,0,1,0,0,Fede Fernández,Argentina,41,81,Defender,4,Argentina
Nigeria,1.86,"10 October, 1986",0,2,0,0,1,Rosario,348765,1,0,0,0,0,Ezequiel Garay,Argentina,46,85,Defender,4,Argentina
Nigeria,1.89,"20 March, 1990",0,1,0,1,2,La Plata,492564,3,0,1,1,0,Marcos Rojo,Argentina,48,82,Defender,8,Argentina
Nigeria,1.78,"10 April, 1986",0,0,0,0,0,Ciudadela,374090,0,0,1,0,0,Fernando Gago,Argentina,71,72,Midfielder,6,Argentina
Nigeria,1.71,"8 June, 1984",0,0,0,1,1,San Lorenzo,346143,0,1,4,0,0,Javier Mascherano,Argentina,79,74,Midfielder,5,Argentina
Nigeria,1.78,"14 February, 1988",0,0,0,4,5,Rosario,359948,5,0,1,0,0,Ángel Di María,Argentina,62,70,Midfielder,7,Argentina
Nigeria,1.84,"10 December, 1987",0,1,0,1,2,Brest,356019,0,2,0,0,0,Gonzalo Higuaín,France,23,82,Forward,0,Argentina
Nigeria,1.69,"24 June, 1987",0,0,0,3,4,Rosario,348767,2,0,3,2,1,Lionel Messi,Argentina,24,67,Forward,2,Argentina
Nigeria,1.72,"2 June, 1988",0,0,0,1,1,Quilmes,348656,2,0,1,0,0,Sergio Agüero,Argentina,5,69,Forward,1,Argentina
Nigeria,1.88,"12 April, 1988",0,0,0,0,0,Buenos Aires,454635,0,0,2,0,0,Ricardo Álvarez,Argentina,11,84,Midfielder,2,Argentina
Nigeria,1.75,"30 January, 1986",0,0,0,0,0,Mercedes,347118,0,0,0,0,0,Lucas Biglia,Argentina,2,74,Midfielder,0,Argentina
Nigeria,1.84,"20 December, 1980",0,0,0,0,0,Justiniano Posse,345565,0,0,0,0,0,Martín Demichelis,Argentina,0,81,Defender,0,Argentina
Nigeria,1.80,"2 January, 1981",0,0,0,0,0,Rosario,348535,0,0,0,0,0,Maxi Rodríguez,Argentina,0,74,Midfielder,0,Argentina
Nigeria,1.81,"27 June, 1980",0,0,0,0,0,Cordoba,368530,0,0,0,0,0,Hugo Campagnaro,Argentina,0,85,Defender,0,Argentina
Nigeria,1.77,"22 February, 1986",0,0,0,0,0,Mendoza,372417,0,0,0,0,0,Enzo Pérez,Argentina,0,77,Midfielder,0,Argentina
Nigeria,1.75,"5 February, 1982",0,0,0,0,0,Bahia Blanca,372953,0,0,0,0,0,Rodrigo Palacio,Argentina,0,70,Forward,0,Argentina
Nigeria,1.88,"3 April, 1984",0,0,0,0,0,Tres Sargentos,373592,0,0,0,0,0,José María Basanta,Argentina,0,78,Defender,0,Argentina
Nigeria,1.77,"10 April, 1986",0,0,0,0,0,Buenos Aires,375263,0,0,0,0,0,Augusto Fernández,Argentina,0,74,Midfielder,0,Argentina
Argentina,1.85,"29 August, 1982",0,0,0,0,0,Kaduna,367871,0,0,0,0,0,Vincent Enyeama,Nigeria,0,87,Goalkeeper,0,Nigeria
Argentina,1.86,"8 April, 1984",0,0,0,0,0,Onitsha,367870,0,0,0,0,0,Austin Ejide,Nigeria,0,90,Goalkeeper,0,Nigeria
Argentina,1.87,"28 November, 1984",0,0,0,0,0,Abuja,622285,0,0,0,0,0,Chigozie Agbim,Nigeria,0,83,Goalkeeper,0,Nigeria
Nigeria,1.90,"26 July, 1981",0,0,0,0,0,Haedo,371264,0,0,0,0,0,Agustín Orión,Argentina,0,83,Goalkeeper,0,Argentina
Nigeria,1.94,"30 July, 1983",0,0,0,0,0,Buenos Aires,375130,0,0,0,0,0,Mariano Andújar,Argentina,0,88,Goalkeeper,0,Argentina
Iran,1.82,"6 March, 1986",0,0,2,1,2,Tesanj,457509,5,1,0,1,0,Avdija Vrsajevic,Yugoslavia,42,75,Midfielder,8,Bosnia-Herzegovina
Iran,1.92,"15 December, 1988",0,0,1,0,0,Mostar,567405,0,1,1,0,0,Toni Sunjic,Yugoslavia,72,93,Defender,12,Bosnia-Herzegovina
Iran,1.83,"18 August, 1980",0,1,1,0,0,Dubrovnik,415209,0,1,2,0,0,Emir Spahic,Yugoslavia,77,77,Defender,10,Bosnia-Herzegovina
Iran,1.83,"20 June, 1993",0,1,3,1,1,Karlsruhe,644835,0,3,2,0,0,Sead Kolasinac,Germany,49,82,Defender,14,Bosnia-Herzegovina
Iran,1.80,"2 April, 1990",1,0,0,2,3,Tuzla,401342,1,0,3,1,0,Miralem Pjanic,Yugoslavia,66,68,Midfielder,5,Bosnia-Herzegovina
Iran,1.77,"10 September, 1992",0,1,7,0,0,Berlin,568441,0,7,1,0,0,Muhamed Besic,Germany,89,78,Midfielder,9,Bosnia-Herzegovina
Iran,1.92,"17 March, 1986",0,1,1,4,4,Doboj,400160,1,3,2,1,1,Edin Dzeko,Yugoslavia,15,80,Forward,1,Bosnia-Herzegovina
Iran,1.89,"6 August, 1984",0,0,0,0,1,Vlasenica,345645,0,0,1,0,0,Vedad Ibisevic,Yugoslavia,15,82,Forward,1,Bosnia-Herzegovina
Iran,1.72,"17 February, 1990",0,0,0,0,1,Olovo,620075,0,0,0,0,0,Edin Visca,Yugoslavia,2,67,Forward,0,Bosnia-Herzegovina
Iran,1.86,"24 October, 1989",0,0,0,0,0,Banja Luka,561086,1,1,2,0,0,Ognjen Vranjes,Yugoslavia,13,74,Defender,3,Bosnia-Herzegovina
Iran,1.80,"5 June, 1982",0,0,0,0,0,Munich,345568,0,0,0,0,0,Zvjezdan Misimovic,West Germany,0,80,Midfielder,0,Bosnia-Herzegovina
Iran,1.88,"8 March, 1985",0,0,0,0,0,Sarajevo,348218,0,0,0,0,0,Haris Medunjanin,Yugoslavia,0,83,Midfielder,0,Bosnia-Herzegovina
Iran,1.85,"26 September, 1985",0,0,0,0,0,Kotor Varos,418066,0,0,0,0,0,Senijad Ibricic,Yugoslavia,0,79,Midfielder,0,Bosnia-Herzegovina
Iran,1.83,"18 January, 1986",0,0,0,0,0,Mostar,457028,0,0,0,0,0,Senad Lulic,Yugoslavia,0,75,Midfielder,0,Bosnia-Herzegovina
Iran,1.84,"28 March, 1984",0,0,0,0,0,Zagreb,504588,0,0,0,0,0,Mensur Mujdza,Yugoslavia,0,77,Midfielder,0,Bosnia-Herzegovina
Iran,1.85,"24 January, 1990",0,0,0,0,0,Zvornik,505388,0,0,0,0,0,Ermin Bicakcic,Yugoslavia,0,83,Defender,0,Bosnia-Herzegovina
Iran,1.77,"4 August, 1991",0,0,0,0,0,Brugg,544471,0,0,0,0,0,Izet Hajrovic,Switzerland,0,71,Midfielder,0,Bosnia-Herzegovina
Bosnia-Herzegovina,1.86,"6 September, 1983",0,0,1,0,0,Ahvaz,481709,2,1,1,0,0,Pejman Montazeri,Iran,46,78,Defender,11,Iran
Bosnia-Herzegovina,1.85,"3 February, 1982",0,0,0,0,0,Bandar Anzali,473970,0,0,0,0,0,Jalal Hosseini,Iran,17,80,Defender,4,Iran
Bosnia-Herzegovina,1.85,"6 September, 1981",0,0,1,0,0,Tehran,360095,0,1,0,0,0,Amir Hossein Sadeghi,Iran,28,78,Defender,8,Iran
Bosnia-Herzegovina,1.80,"26 February, 1987",0,2,3,0,0,Karaj,493161,1,1,4,0,0,Mehrdad Pooladi,Iran,33,70,Defender,11,Iran
Bosnia-Herzegovina,1.78,"6 March, 1983",0,0,0,0,0,Tehran,346183,2,4,2,0,0,Andranik Timotian,Iran,38,73,Midfielder,13,Iran
Bosnia-Herzegovina,1.88,"7 September, 1980",1,0,1,0,0,Shahr-e-Rey,348756,1,1,1,0,0,Javad Nekounam,Iran,26,78,Midfielder,7,Iran
Korea Republic,1.94,"22 November, 1987",0,0,0,0,1,Etterbeek,347213,0,1,3,0,0,Marouane Fellaini,Belgium,25,85,Midfielder,8,Belgium
Croatia,1.75,"6 May, 1983",0,0,2,1,2,Juazeiro,348634,5,0,0,0,0,Dani Alves,Brazil,70,64,Defender,12,Brazil
Croatia,1.82,"22 September, 1984",0,1,1,0,0,Rio de Janeiro,375843,0,0,1,0,0,Thiago Silva,Brazil,66,79,Defender,7,Brazil
Croatia,1.89,"22 April, 1987",0,1,1,1,2,Sao Paulo,409128,1,0,0,0,0,David Luiz,Brazil,50,84,Defender,8,Brazil
Croatia,1.74,"12 May, 1988",0,2,2,0,0,Rio de Janeiro,356026,2,0,5,0,0,Marcelo,Brazil,52,75,Defender,8,Brazil
Croatia,1.81,"25 July, 1988",0,0,1,1,2,Sao Paulo,545294,0,1,0,0,0,Paulinho,Brazil,21,71,Midfielder,0,Brazil
Croatia,1.88,"23 July, 1987",0,1,1,0,0,Pindamonhangaba,410479,0,2,4,0,0,Luiz Gustavo,Brazil,57,80,Midfielder,14,Brazil
Croatia,1.79,"25 July, 1986",0,0,0,0,2,Campina Grande,471521,1,0,1,0,0,Hulk,Brazil,14,80,Forward,1,Brazil
Croatia,1.81,"9 September, 1991",1,0,4,2,2,Americana,466295,8,1,3,1,1,Oscar,Brazil,29,66,Midfielder,5,Brazil
Croatia,1.75,"5 February, 1992",0,0,1,4,4,Mogi das Cruzes,555042,1,1,2,2,0,Neymar,Brazil,35,65,Forward,7,Brazil
Croatia,1.86,"3 October, 1983",0,0,0,0,0,Teofilo Otoni,347711,1,0,2,0,0,Fred,Brazil,8,90,Forward,1,Brazil
Croatia,1.81,"24 March, 1987",1,0,1,0,0,Barra do Pirai,440827,0,0,0,0,0,Ramires,Brazil,0,73,Midfielder,1,Brazil
Croatia,1.80,"29 May, 1985",0,0,0,0,0,Recife,359280,1,0,1,0,0,Hernanes,Brazil,5,76,Midfielder,3,Brazil
Croatia,1.66,"8 September, 1992",0,1,0,0,0,Belo Horizonte,589316,0,0,0,0,0,Bernard,Brazil,9,52,Forward,2,Brazil
Croatia,1.77,"27 August, 1981",0,0,0,0,0,Cachoeiro do Itapemirim,346567,0,0,0,0,0,Maxwell,Brazil,0,73,Defender,0,Brazil
