nome,chutes,passes_completados,bolas_recuperadas,desarmes,defesas,distancia,jogos,time
20   CHOLEVAS,3.0,77.0,12.0,7.0,0.0,28359.0,3,Grécia
20   CHOLEVAS,3.0,77.0,12.0,7.0,0.0,28359.0,3,Grécia
20   CLAROS,2.0,129.0,15.0,12.0,0.0,23940.0,3,Honduras
20   CLAROS,2.0,129.0,15.0,12.0,0.0,23940.0,3,Honduras
20   CLAROS,2.0,129.0,15.0,12.0,0.0,23940.0,3,Honduras
20   DJOUROU,0.0,127.0,15.0,6.0,0.0,26163.0,3,Suíça
20   DJOUROU,0.0,127.0,15.0,6.0,0.0,26163.0,3,Suíça
20   DJOUROU,0.0,127.0,15.0,6.0,0.0,26163.0,3,Suíça
20   FAYZULIN,4.0,139.0,9.0,2.0,0.0,35752.0,3,Rússia
20   FAYZULIN,4.0,139.0,9.0,2.0,0.0,35752.0,3,Rússia
20   FAYZULIN,4.0,139.0,9.0,2.0,0.0,35752.0,3,Rússia
20   HAJROVIĆ,5.0,41.0,3.0,0.0,0.0,14081.0,2,Bósnia e Herzegovina
20   HAJROVIĆ,5.0,41.0,3.0,0.0,0.0,14081.0,2,Bósnia e Herzegovina
20   J H HONG,1.0,120.0,21.0,1.0,0.0,26121.0,3,Coreia do Sul
20   J H HONG,1.0,120.0,21.0,1.0,0.0,26121.0,3,Coreia do Sul
20   J H HONG,1.0,120.0,21.0,1.0,0.0,26121.0,3,Coreia do Sul
20   JANUZAJ,0.0,14.0,1.0,1.0,0.0,6604.0,1,Bélgica
20   K. ASAMOAH,3.0,150.0,24.0,3.0,0.0,29631.0,3,Gana
20   K. ASAMOAH,3.0,150.0,24.0,3.0,0.0,29631.0,3,Gana
20   K. ASAMOAH,3.0,150.0,24.0,3.0,0.0,29631.0,3,Gana
20   KOVAČIĆ,1.0,47.0,2.0,2.0,0.0,13971.0,3,Croácia
20   KOVAČIĆ,1.0,47.0,2.0,2.0,0.0,13971.0,3,Croácia
20   KOVAČIĆ,1.0,47.0,2.0,2.0,0.0,13971.0,3,Croácia
20   LALLANA,0.0,32.0,7.0,1.0,0.0,12274.0,3,Inglaterra
20   LALLANA,0.0,32.0,7.0,1.0,0.0,12274.0,3,Inglaterra
20   LALLANA,0.0,32.0,7.0,1.0,0.0,12274.0,3,Inglaterra
20   MANDI,0.0,59.0,9.0,5.0,0.0,20879.0,2,Argélia
20   MANDI,0.0,59.0,9.0,5.0,0.0,20879.0,2,Argélia
20   PALETTA,0.0,43.0,2.0,1.0,0.0,8955.0,1,Itália
20   QUINTERO,3.0,25.0,3.0,0.0,0.0,10329.0,2,Colômbia
20   QUINTERO,3.0,25.0,3.0,0.0,0.0,10329.0,2,Colômbia
20   R. AMORIM,1.0,39.0,2.0,0.0,0.0,11276.0,1,Portugal
20   REMY,1.0,5.0,0.0,0.0,0.0,1989.0,1,França
20   S. CAZORLA,3.0,53.0,6.0,1.0,0.0,10649.0,2,Espanha
20   S. CAZORLA,3.0,53.0,6.0,1.0,0.0,10649.0,2,Espanha
20   SALLI,0.0,18.0,2.0,2.0,0.0,5871.0,2,Camarões
20   SALLI,0.0,18.0,2.0,2.0,0.0,5871.0,2,Camarões
20   SEREY DIE,1.0,148.0,15.0,14.0,0.0,22896.0,3,Costa do Marfim
20   SEREY DIE,1.0,148.0,15.0,14.0,0.0,22896.0,3,Costa do Marfim
20   SEREY DIE,1.0,148.0,15.0,14.0,0.0,22896.0,3,Costa do Marfim
20   UCHEBO,1.0,7.0,2.0,1.0,0.0,3825.0,1,Nigéria
20   WIJNALDUM,2.0,28.0,5.0,0.0,0.0,16676.0,3,Holanda
20   WIJNALDUM,2.0,28.0,5.0,0.0,0.0,16676.0,3,Holanda
20   WIJNALDUM,2.0,28.0,5.0,0.0,0.0,16676.0,3,Holanda
21   ACHILIER,0.0,0.0,0.0,0.0,0.0,1751.0,2,Equador
21   ACHILIER,0.0,0.0,0.0,0.0,0.0,1751.0,2,Equador
21   BARKLEY,2.0,59.0,1.0,4.0,0.0,18379.0,3,Inglaterra
21   BARKLEY,2.0,59.0,1.0,4.0,0.0,18379.0,3,Inglaterra
21   BARKLEY,2.0,59.0,1.0,4.0,0.0,18379.0,3,Inglaterra
21   BECKELES,4.0,104.0,16.0,11.0,0.0,29721.0,3,Honduras
21   BECKELES,4.0,104.0,16.0,11.0,0.0,29721.0,3,Honduras
21   BECKELES,4.0,104.0,16.0,11.0,0.0,29721.0,3,Honduras
21   BOYE,2.0,81.0,20.0,2.0,0.0,29333.0,3,Gana
21   BOYE,2.0,81.0,20.0,2.0,0.0,29333.0,3,Gana
21   BOYE,2.0,81.0,20.0,2.0,0.0,29333.0,3,Gana
21   C. PEÑA,0.0,1.0,0.0,0.0,0.0,1764.0,1,México
21   DEJAGAH,1.0,38.0,2.0,4.0,0.0,25439.0,3,Irã
21   DEJAGAH,1.0,38.0,2.0,4.0,0.0,25439.0,3,Irã
21   DEJAGAH,1.0,38.0,2.0,4.0,0.0,25439.0,3,Irã
21   DIAZ,6.0,202.0,19.0,13.0,0.0,52212.0,4,Chile
21   DIAZ,6.0,202.0,19.0,13.0,0.0,52212.0,4,Chile
21   DIAZ,6.0,202.0,19.0,13.0,0.0,52212.0,4,Chile
21   DIAZ,6.0,202.0,19.0,13.0,0.0,52212.0,4,Chile
21   E. CAVANI,12.0,80.0,5.0,4.0,0.0,42303.0,4,Uruguai
21   E. CAVANI,12.0,80.0,5.0,4.0,0.0,42303.0,4,Uruguai
21   E. CAVANI,12.0,80.0,5.0,4.0,0.0,42303.0,4,Uruguai
21   E. CAVANI,12.0,80.0,5.0,4.0,0.0,42303.0,4,Uruguai
21   HADŽIĆ,0.0,29.0,0.0,1.0,0.0,7860.0,1,Bósnia e Herzegovina
21   J. PEREIRA,0.0,105.0,8.0,4.0,0.0,28395.0,3,Portugal
21   J. PEREIRA,0.0,105.0,8.0,4.0,0.0,28395.0,3,Portugal
21   J. PEREIRA,0.0,105.0,8.0,4.0,0.0,28395.0,3,Portugal
21   JACKSON M.,5.0,34.0,4.0,2.0,0.0,22107.0,3,Colômbia
21   JACKSON M.,5.0,34.0,4.0,2.0,0.0,22107.0,3,Colômbia
21   JACKSON M.,5.0,34.0,4.0,2.0,0.0,22107.0,3,Colômbia
21   JÔ,3.0,9.0,0.0,0.0,0.0,8985.0,2,Brasil
21   JÔ,3.0,9.0,0.0,0.0,0.0,8985.0,2,Brasil
21   KATSOURANIS,0.0,68.0,6.0,5.0,0.0,14674.0,2,Grécia
21   KATSOURANIS,0.0,68.0,6.0,5.0,0.0,14674.0,2,Grécia
21   KOSCIELNY,0.0,51.0,8.0,0.0,0.0,11613.0,2,França
21   KOSCIELNY,0.0,51.0,8.0,0.0,0.0,11613.0,2,França
21   MAHREZ,1.0,12.0,4.0,3.0,0.0,8740.0,1,Argélia
21   MATIP,2.0,42.0,5.0,2.0,0.0,17952.0,2,Camarões
21   MATIP,2.0,42.0,5.0,2.0,0.0,17952.0,2,Camarões
21   MEMPHIS,3.0,22.0,0.0,1.0,0.0,7880.0,2,Holanda
21   MEMPHIS,3.0,22.0,0.0,1.0,0.0,7880.0,2,Holanda
21   MUSTAFI,0.0,41.0,1.0,1.0,0.0,8018.0,2,Alemanha
21   MUSTAFI,0.0,41.0,1.0,1.0,0.0,8018.0,2,Alemanha
21   PIRLO,5.0,249.0,13.0,2.0,0.0,31369.0,3,Itália
21   PIRLO,5.0,249.0,13.0,2.0,0.0,31369.0,3,Itália
21   PIRLO,5.0,249.0,13.0,2.0,0.0,31369.0,3,Itália
21   S G KIM,0.0,13.0,0.0,0.0,7.0,3909.0,1,Coreia do Sul
21   SILVA,3.0,102.0,14.0,3.0,0.0,21162.0,3,Espanha
21   SILVA,3.0,102.0,14.0,3.0,0.0,21162.0,3,Espanha
21   SILVA,3.0,102.0,14.0,3.0,0.0,21162.0,3,Espanha
21   SIO,1.0,2.0,0.0,1.0,0.0,1232.0,1,Costa do Marfim
21   UREÑA M.,2.0,6.0,2.0,0.0,0.0,6590.0,3,Costa Rica
21   UREÑA M.,2.0,6.0,2.0,0.0,0.0,6590.0,3,Costa Rica
21   UREÑA M.,2.0,6.0,2.0,0.0,0.0,6590.0,3,Costa Rica
21   VANDEN BORRE,0.0,40.0,3.0,0.0,0.0,10372.0,1,Bélgica
22   AZPILICUETA,0.0,105.0,9.0,1.0,0.0,19445.0,2,Espanha
22   AZPILICUETA,0.0,105.0,9.0,1.0,0.0,19445.0,2,Espanha
22   BAMBA,1.0,141.0,17.0,4.0,0.0,24756.0,3,Costa do Marfim
22   BAMBA,1.0,141.0,17.0,4.0,0.0,24756.0,3,Costa do Marfim
22   BAMBA,1.0,141.0,17.0,4.0,0.0,24756.0,3,Costa do Marfim
22   BETO,0.0,51.0,0.0,0.0,5.0,11219.0,2,Portugal
22   BETO,0.0,51.0,0.0,0.0,5.0,11219.0,2,Portugal
22   CHADLI,4.0,36.0,3.0,2.0,0.0,9968.0,2,Bélgica
22   CHADLI,4.0,36.0,3.0,2.0,0.0,9968.0,2,Bélgica
22   CUBERO J.,0.0,9.0,3.0,2.0,0.0,5837.0,2,Costa Rica
22   CUBERO J.,0.0,9.0,3.0,2.0,0.0,5837.0,2,Costa Rica
22   DOMINGUEZ,0.0,56.0,0.0,0.0,18.0,9592.0,3,Equador
22   DOMINGUEZ,0.0,56.0,0.0,0.0,18.0,9592.0,3,Equador
22   DOMINGUEZ,0.0,56.0,0.0,0.0,18.0,9592.0,3,Equador
22   EDUARDO,1.0,8.0,0.0,1.0,0.0,2829.0,1,Croácia
22   ESHCHENKO,3.0,72.0,7.0,4.0,0.0,14759.0,2,Rússia
22   ESHCHENKO,3.0,72.0,7.0,4.0,0.0,14759.0,2,Rússia
22   INSIGNE,1.0,13.0,4.0,0.0,0.0,4650.0,1,Itália
22   LAVEZZI,1.0,27.0,0.0,0.0,0.0,9320.0,2,Argentina
22   LAVEZZI,1.0,27.0,0.0,0.0,0.0,9320.0,2,Argentina
22   M. CACERES,4.0,173.0,23.0,6.0,0.0,38388.0,4,Uruguai
22   M. CACERES,4.0,173.0,23.0,6.0,0.0,38388.0,4,Uruguai
22   M. CACERES,4.0,173.0,23.0,6.0,0.0,38388.0,4,Uruguai
22   M. CACERES,4.0,173.0,23.0,6.0,0.0,38388.0,4,Uruguai
22   MONDRAGON,0.0,1.0,0.0,0.0,1.0,406.0,1,Colômbia
22   MOSTEFA,0.0,17.0,3.0,3.0,0.0,9740.0,1,Argélia
22   NYOM,1.0,29.0,3.0,0.0,0.0,9671.0,1,Camarões
22   OMERUO,0.0,106.0,23.0,5.0,0.0,27230.0,3,Nigéria
22   OMERUO,0.0,106.0,23.0,5.0,0.0,27230.0,3,Nigéria
22   OMERUO,0.0,106.0,23.0,5.0,0.0,27230.0,3,Nigéria
22   P. AGUILAR,1.0,95.0,11.0,10.0,0.0,29618.0,3,México
22   P. AGUILAR,1.0,95.0,11.0,10.0,0.0,29618.0,3,México
22   P. AGUILAR,1.0,95.0,11.0,10.0,0.0,29618.0,3,México
22   SAMARIS,1.0,38.0,7.0,2.0,0.0,9746.0,1,Grécia
22   SCHNEIDERLIN,1.0,65.0,9.0,3.0,0.0,12228.0,1,França
22   SCHÄR,0.0,18.0,4.0,5.0,0.0,8512.0,1,Suíça
22   WAKASO,2.0,11.0,1.0,1.0,0.0,4352.0,2,Gana
22   WAKASO,2.0,11.0,1.0,1.0,0.0,4352.0,2,Gana
22   WILKINSON,0.0,120.0,10.0,3.0,0.0,30796.0,3,Austrália
22   WILKINSON,0.0,120.0,10.0,3.0,0.0,30796.0,3,Austrália
22   WILKINSON,0.0,120.0,10.0,3.0,0.0,30796.0,3,Austrália
22   YOSHIDA,2.0,138.0,21.0,3.0,0.0,29187.0,3,Japão
22   YOSHIDA,2.0,138.0,21.0,3.0,0.0,29187.0,3,Japão
22   YOSHIDA,2.0,138.0,21.0,3.0,0.0,29187.0,3,Japão
23   AMEOBI,2.0,14.0,0.0,1.0,0.0,7705.0,2,Nigéria
23   AMEOBI,2.0,14.0,0.0,1.0,0.0,7705.0,2,Nigéria
23   BRESCIANO,5.0,70.0,2.0,1.0,0.0,19396.0,3,Austrália
23   BRESCIANO,5.0,70.0,2.0,1.0,0.0,19396.0,3,Austrália
23   BRESCIANO,5.0,70.0,2.0,1.0,0.0,19396.0,3,Austrália
23   D. KOMBAROV,2.0,117.0,17.0,2.0,0.0,32751.0,3,Rússia
23   D. KOMBAROV,2.0,117.0,17.0,2.0,0.0,32751.0,3,Rússia
23   D. KOMBAROV,2.0,117.0,17.0,2.0,0.0,32751.0,3,Rússia
23   GRUEZO,1.0,21.0,6.0,2.0,0.0,11653.0,2,Equador
23   GRUEZO,1.0,21.0,6.0,2.0,0.0,11653.0,2,Equador
23   H. POSTIGA,0.0,3.0,0.0,0.0,0.0,1902.0,1,Portugal
23   HARRISON,0.0,97.0,19.0,0.0,0.0,22037.0,2,Gana
23   HARRISON,0.0,97.0,19.0,0.0,0.0,22037.0,2,Gana
23   J. VAZQUEZ,3.0,128.0,9.0,3.0,0.0,31002.0,3,México
23   J. VAZQUEZ,3.0,128.0,9.0,3.0,0.0,31002.0,3,México
23   J. VAZQUEZ,3.0,128.0,9.0,3.0,0.0,31002.0,3,México
23   JOHNSON,2.0,94.0,10.0,2.0,0.0,31441.0,3,EUA
23   JOHNSON,2.0,94.0,10.0,2.0,0.0,31441.0,3,EUA
23   JOHNSON,2.0,94.0,10.0,2.0,0.0,31441.0,3,EUA
23   M. CHAVEZ,0.0,22.0,4.0,0.0,0.0,5456.0,2,Honduras
23   M. CHAVEZ,0.0,22.0,4.0,0.0,0.0,5456.0,2,Honduras
23   MEHRDAD,0.0,54.0,14.0,20.0,0.0,27904.0,3,Irã
23   MEHRDAD,0.0,54.0,14.0,20.0,0.0,27904.0,3,Irã
23   MEHRDAD,0.0,54.0,14.0,20.0,0.0,27904.0,3,Irã
23   RAIS,0.0,38.0,0.0,0.0,12.0,8887.0,3,Argélia
23   RAIS,0.0,38.0,0.0,0.0,12.0,8887.0,3,Argélia
23   RAIS,0.0,38.0,0.0,0.0,12.0,8887.0,3,Argélia
23   REINA,0.0,22.0,0.0,0.0,0.0,4820.0,1,Espanha
23   SALIHOVIĆ,0.0,18.0,3.0,1.0,0.0,5976.0,2,Bósnia e Herzegovina
23   SALIHOVIĆ,0.0,18.0,3.0,1.0,0.0,5976.0,2,Bósnia e Herzegovina
23   SHAQIRI,17.0,111.0,9.0,3.0,0.0,31248.0,3,Suíça
23   SHAQIRI,17.0,111.0,9.0,3.0,0.0,31248.0,3,Suíça
23   SHAQIRI,17.0,111.0,9.0,3.0,0.0,31248.0,3,Suíça
23   SHAW,1.0,43.0,7.0,2.0,0.0,9524.0,1,Inglaterra
23   VALDES,0.0,26.0,9.0,1.0,0.0,9283.0,1,Colômbia
23   VERRATTI,0.0,102.0,5.0,5.0,0.0,16491.0,2,Itália
23   VERRATTI,0.0,102.0,5.0,5.0,0.0,16491.0,2,Itália
2   ALDERWEIRELD,0.0,87.0,8.0,5.0,0.0,21125.0,2,Bélgica
2   ALDERWEIRELD,0.0,87.0,8.0,5.0,0.0,21125.0,2,Bélgica
2   ASSOU EKOTTO,2.0,70.0,10.0,0.0,0.0,18844.0,2,Camarões
2   ASSOU EKOTTO,2.0,70.0,10.0,0.0,0.0,18844.0,2,Camarões
2   B. ALVES,0.0,122.0,16.0,5.0,0.0,29421.0,3,Portugal
2   B. ALVES,0.0,122.0,16.0,5.0,0.0,29421.0,3,Portugal
2   B. ALVES,0.0,122.0,16.0,5.0,0.0,29421.0,3,Portugal
2   BOUGUERRA,0.0,60.0,8.0,5.0,0.0,20306.0,2,Argélia
2   BOUGUERRA,0.0,60.0,8.0,5.0,0.0,20306.0,2,Argélia
2   C. ZAPATA,1.0,91.0,17.0,1.0,0.0,27478.0,3,Colômbia
2   C. ZAPATA,1.0,91.0,17.0,1.0,0.0,27478.0,3,Colômbia
2   C. ZAPATA,1.0,91.0,17.0,1.0,0.0,27478.0,3,Colômbia
2   D. LUGANO,0.0,34.0,3.0,1.0,0.0,8978.0,1,Uruguai
2   DANI ALVES,5.0,240.0,18.0,15.0,0.0,44520.0,4,Brasil
2   DANI ALVES,5.0,240.0,18.0,15.0,0.0,44520.0,4,Brasil
2   DANI ALVES,5.0,240.0,18.0,15.0,0.0,44520.0,4,Brasil
2   DANI ALVES,5.0,240.0,18.0,15.0,0.0,44520.0,4,Brasil
2   DE SCIGLIO,0.0,31.0,2.0,1.0,0.0,10487.0,1,Itália
2   DEBUCHY,2.0,79.0,10.0,8.0,0.0,20461.0,2,França
2   DEBUCHY,2.0,79.0,10.0,8.0,0.0,20461.0,2,França
2   F. RODRIGUEZ,0.0,123.0,17.0,4.0,0.0,28276.0,3,México
2   F. RODRIGUEZ,0.0,123.0,17.0,4.0,0.0,28276.0,3,México
2   F. RODRIGUEZ,0.0,123.0,17.0,4.0,0.0,28276.0,3,México
2   FRANJIC,0.0,18.0,2.0,4.0,0.0,5833.0,1,Austrália
2   GARAY,3.0,136.0,17.0,2.0,0.0,29052.0,3,Argentina
2   GARAY,3.0,136.0,17.0,2.0,0.0,29052.0,3,Argentina
2   GARAY,3.0,136.0,17.0,2.0,0.0,29052.0,3,Argentina
2   GUAGUA,0.0,58.0,14.0,4.0,0.0,25244.0,3,Equador
2   GUAGUA,0.0,58.0,14.0,4.0,0.0,25244.0,3,Equador
2   GUAGUA,0.0,58.0,14.0,4.0,0.0,25244.0,3,Equador
2   JOHNSON,2.0,121.0,6.0,0.0,0.0,20572.0,2,Inglaterra
2   JOHNSON,2.0,121.0,6.0,0.0,0.0,20572.0,2,Inglaterra
2   KH. HEYDARI,0.0,34.0,4.0,4.0,0.0,19612.0,3,Irã
2   KH. HEYDARI,0.0,34.0,4.0,4.0,0.0,19612.0,3,Irã
2   KH. HEYDARI,0.0,34.0,4.0,4.0,0.0,19612.0,3,Irã
2   KOZLOV,0.0,58.0,5.0,2.0,0.0,18608.0,2,Rússia
2   KOZLOV,0.0,58.0,5.0,2.0,0.0,18608.0,2,Rússia
2   LICHTSTEINER,1.0,130.0,12.0,6.0,0.0,31666.0,3,Suíça
2   LICHTSTEINER,1.0,130.0,12.0,6.0,0.0,31666.0,3,Suíça
2   LICHTSTEINER,1.0,130.0,12.0,6.0,0.0,31666.0,3,Suíça
2   MANIATIS,2.0,104.0,12.0,5.0,0.0,31529.0,3,Grécia
2   MANIATIS,2.0,104.0,12.0,5.0,0.0,31529.0,3,Grécia
2   MANIATIS,2.0,104.0,12.0,5.0,0.0,31529.0,3,Grécia
2   MENA,2.0,155.0,22.0,4.0,0.0,45899.0,4,Chile
2   MENA,2.0,155.0,22.0,4.0,0.0,45899.0,4,Chile
2   MENA,2.0,155.0,22.0,4.0,0.0,45899.0,4,Chile
2   MENA,2.0,155.0,22.0,4.0,0.0,45899.0,4,Chile
2   O. CHAVEZ,0.0,10.0,2.0,0.0,0.0,4486.0,1,Honduras
2   R. ALBIOL,0.0,34.0,7.0,1.0,0.0,9983.0,1,Espanha
2   UCHIDA,3.0,96.0,18.0,4.0,0.0,29799.0,3,Japão
2   UCHIDA,3.0,96.0,18.0,4.0,0.0,29799.0,3,Japão
2   UCHIDA,3.0,96.0,18.0,4.0,0.0,29799.0,3,Japão
2   VLAAR,1.0,82.0,12.0,5.0,0.0,29418.0,3,Holanda
2   VLAAR,1.0,82.0,12.0,5.0,0.0,29418.0,3,Holanda
2   VLAAR,1.0,82.0,12.0,5.0,0.0,29418.0,3,Holanda
2   VRSALJKO,0.0,71.0,12.0,3.0,0.0,17689.0,2,Croácia
2   VRSALJKO,0.0,71.0,12.0,3.0,0.0,17689.0,2,Croácia
2   VRŠAJEVIĆ,2.0,42.0,4.0,1.0,0.0,10825.0,1,Bósnia e Herzegovina
2   YEDLIN,0.0,7.0,2.0,1.0,0.0,4085.0,2,EUA
2   YEDLIN,0.0,7.0,2.0,1.0,0.0,4085.0,2,EUA
2   YOBO,0.0,75.0,11.0,4.0,0.0,22664.0,3,Nigéria
2   YOBO,0.0,75.0,11.0,4.0,0.0,22664.0,3,Nigéria
2   YOBO,0.0,75.0,11.0,4.0,0.0,22664.0,3,Nigéria
3   A. GYAN,18.0,37.0,1.0,0.0,0.0,28173.0,3,Gana
3   A. GYAN,18.0,37.0,1.0,0.0,0.0,28173.0,3,Gana
3   A. GYAN,18.0,37.0,1.0,0.0,0.0,28173.0,3,Gana
3   BAINES,1.0,103.0,6.0,3.0,0.0,19184.0,2,Inglaterra
3   BAINES,1.0,103.0,6.0,3.0,0.0,19184.0,2,Inglaterra
3   BIČAKČIĆ,0.0,30.0,2.0,0.0,0.0,10861.0,1,Bósnia e Herzegovina
3   BOKA,4.0,103.0,5.0,6.0,0.0,24469.0,3,Costa do Marfim
3   BOKA,4.0,103.0,5.0,6.0,0.0,24469.0,3,Costa do Marfim
3   BOKA,4.0,103.0,5.0,6.0,0.0,24469.0,3,Costa do Marfim
3   C. SALCIDO,0.0,0.0,0.0,0.0,0.0,378.0,1,México
3   CAMPAGNARO,0.0,34.0,0.0,1.0,0.0,5132.0,1,Argentina
3   CHIELLINI,1.0,187.0,23.0,9.0,0.0,30686.0,3,Itália
3   CHIELLINI,1.0,187.0,23.0,9.0,0.0,30686.0,3,Itália
3   CHIELLINI,1.0,187.0,23.0,9.0,0.0,30686.0,3,Itália
3   D. GODIN,2.0,99.0,26.0,9.0,0.0,35702.0,4,Uruguai
3   D. GODIN,2.0,99.0,26.0,9.0,0.0,35702.0,4,Uruguai
3   D. GODIN,2.0,99.0,26.0,9.0,0.0,35702.0,4,Uruguai
3   D. GODIN,2.0,99.0,26.0,9.0,0.0,35702.0,4,Uruguai
3   DAVIDSON,0.0,116.0,16.0,5.0,0.0,32768.0,3,Austrália
3   DAVIDSON,0.0,116.0,16.0,5.0,0.0,32768.0,3,Austrália
3   DAVIDSON,0.0,116.0,16.0,5.0,0.0,32768.0,3,Austrália
3   DE VRIJ,3.0,95.0,14.0,5.0,0.0,27190.0,3,Holanda
3   DE VRIJ,3.0,95.0,14.0,5.0,0.0,27190.0,3,Holanda
3   DE VRIJ,3.0,95.0,14.0,5.0,0.0,27190.0,3,Holanda
3   ERAZO,2.0,68.0,16.0,2.0,0.0,27148.0,3,Equador
3   ERAZO,2.0,68.0,16.0,2.0,0.0,27148.0,3,Equador
3   ERAZO,2.0,68.0,16.0,2.0,0.0,27148.0,3,Equador
3   EVRA,1.0,91.0,9.0,2.0,0.0,18450.0,2,França
3   EVRA,1.0,91.0,9.0,2.0,0.0,18450.0,2,França
3   FIGUEROA,5.0,130.0,25.0,9.0,0.0,26303.0,3,Honduras
3   FIGUEROA,5.0,130.0,25.0,9.0,0.0,26303.0,3,Honduras
3   FIGUEROA,5.0,130.0,25.0,9.0,0.0,26303.0,3,Honduras
3   GHOULAM,0.0,27.0,4.0,2.0,0.0,10585.0,1,Argélia
3   GONZALEZ,0.0,26.0,2.0,3.0,0.0,10563.0,2,EUA
3   GONZALEZ,0.0,26.0,2.0,3.0,0.0,10563.0,2,EUA
3   GONZALEZ G.,3.0,65.0,22.0,5.0,0.0,29295.0,3,Costa Rica
3   GONZALEZ G.,3.0,65.0,22.0,5.0,0.0,29295.0,3,Costa Rica
3   GONZALEZ G.,3.0,65.0,22.0,5.0,0.0,29295.0,3,Costa Rica
3   HAJI SAFI,5.0,45.0,8.0,10.0,0.0,28540.0,3,Irã
3   HAJI SAFI,5.0,45.0,8.0,10.0,0.0,28540.0,3,Irã
3   HAJI SAFI,5.0,45.0,8.0,10.0,0.0,28540.0,3,Irã
3   NKOULOU,1.0,88.0,16.0,5.0,0.0,25134.0,3,Camarões
3   NKOULOU,1.0,88.0,16.0,5.0,0.0,25134.0,3,Camarões
3   NKOULOU,1.0,88.0,16.0,5.0,0.0,25134.0,3,Camarões
3   PEPE,0.0,57.0,14.0,1.0,0.0,14353.0,2,Portugal
3   PEPE,0.0,57.0,14.0,1.0,0.0,14353.0,2,Portugal
3   PIQUÉ,0.0,57.0,4.0,1.0,0.0,9178.0,1,Espanha
3   PRANJIĆ,2.0,72.0,5.0,7.0,0.0,18085.0,2,Croácia
3   PRANJIĆ,2.0,72.0,5.0,7.0,0.0,18085.0,2,Croácia
3   S Y YUN,0.0,101.0,17.0,2.0,0.0,31053.0,3,Coreia do Sul
3   S Y YUN,0.0,101.0,17.0,2.0,0.0,31053.0,3,Coreia do Sul
3   S Y YUN,0.0,101.0,17.0,2.0,0.0,31053.0,3,Coreia do Sul
3   T SILVA,1.0,185.0,25.0,8.0,0.0,34614.0,4,Brasil
3   T SILVA,1.0,185.0,25.0,8.0,0.0,34614.0,4,Brasil
3   T SILVA,1.0,185.0,25.0,8.0,0.0,34614.0,4,Brasil
3   T SILVA,1.0,185.0,25.0,8.0,0.0,34614.0,4,Brasil
3   UZOENYI,1.0,0.0,0.0,1.0,0.0,2300.0,1,Nigéria
3   VERMAELEN,0.0,19.0,0.0,0.0,0.0,3286.0,1,Bélgica
3   YEPES,2.0,79.0,13.0,6.0,0.0,27516.0,3,Colômbia
3   YEPES,2.0,79.0,13.0,6.0,0.0,27516.0,3,Colômbia
3   YEPES,2.0,79.0,13.0,6.0,0.0,27516.0,3,Colômbia
4   ARIAS,2.0,56.0,10.0,1.0,0.0,15093.0,3,Colômbia
4   ARIAS,2.0,56.0,10.0,1.0,0.0,15093.0,3,Colômbia
4   ARIAS,2.0,56.0,10.0,1.0,0.0,15093.0,3,Colômbia
4   BELKALEM,1.0,28.0,7.0,1.0,0.0,10700.0,2,Argélia
4   BELKALEM,1.0,28.0,7.0,1.0,0.0,10700.0,2,Argélia
4   BRADLEY,4.0,159.0,6.0,4.0,0.0,38019.0,3,EUA
4   BRADLEY,4.0,159.0,6.0,4.0,0.0,38019.0,3,EUA
4   BRADLEY,4.0,159.0,6.0,4.0,0.0,38019.0,3,EUA
4   CAHILL,7.0,39.0,2.0,2.0,0.0,18526.0,2,Austrália
4   CAHILL,7.0,39.0,2.0,2.0,0.0,18526.0,2,Austrália
4   D. OPARE,0.0,58.0,9.0,1.0,0.0,9723.0,1,Gana
4   DARMIAN,3.0,102.0,7.0,3.0,0.0,32102.0,3,Itália
4   DARMIAN,3.0,102.0,7.0,3.0,0.0,32102.0,3,Itália
4   DARMIAN,3.0,102.0,7.0,3.0,0.0,32102.0,3,Itália
4   DAVID LUIZ,4.0,173.0,24.0,12.0,0.0,36757.0,4,Brasil
4   DAVID LUIZ,4.0,173.0,24.0,12.0,0.0,36757.0,4,Brasil
4   DAVID LUIZ,4.0,173.0,24.0,12.0,0.0,36757.0,4,Brasil
4   DAVID LUIZ,4.0,173.0,24.0,12.0,0.0,36757.0,4,Brasil
4   DJEUGOUE,0.0,9.0,2.0,1.0,0.0,5005.0,1,Camarões
4   GERRARD,2.0,113.0,7.0,2.0,0.0,24003.0,3,Inglaterra
4   GERRARD,2.0,113.0,7.0,2.0,0.0,24003.0,3,Inglaterra
4   GERRARD,2.0,113.0,7.0,2.0,0.0,24003.0,3,Inglaterra
4   HONDA,11.0,125.0,4.0,2.0,0.0,31093.0,3,Japão
4   HONDA,11.0,125.0,4.0,2.0,0.0,31093.0,3,Japão
4   HONDA,11.0,125.0,4.0,2.0,0.0,31093.0,3,Japão
4   HÖWEDES,2.0,133.0,19.0,9.0,0.0,32121.0,3,Alemanha
4   HÖWEDES,2.0,133.0,19.0,9.0,0.0,32121.0,3,Alemanha
4   HÖWEDES,2.0,133.0,19.0,9.0,0.0,32121.0,3,Alemanha
4   IGNASHEVICH,2.0,151.0,20.0,4.0,0.0,30259.0,3,Rússia
4   IGNASHEVICH,2.0,151.0,20.0,4.0,0.0,30259.0,3,Rússia
