nome,adversario,Altura,Cartões Amarelos,Assistências,Assistências - Média,Bloqueios,Bloqueios - Média,Carrinhos,Carrinhos - Média,Chutes Certos,Chutes Certos - Média,Chutes ao gol,Chutes ao gol - Média,Cruzamentos,Cruzamentos - Média,Faltas Cometidas,Faltas Cometidas - Média,Faltas Sofridas,Faltas Sofridas - Média,Gols,Gols - Média,Impedimentos,Impedimentos - Média,Jogos,Passes,Passes - Média,Peso,posicao,Roubadas,Roubadas - Média,time,Cartões Vermelhos,Chutes convertidos em gols (%),Acerto de chutes (%),Idade
Jose Rojas,Brasil,1.74,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Defender,1,0.0,Chile,0.0,inf,inf,31
Óscar Bagüí,França,1.70,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,65,Defender,0,0.0,Equador,0.0,inf,inf,31
Óscar Bagüí,Honduras,1.70,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,65,Defender,0,0.0,Equador,0.0,inf,inf,31
Óscar Bagüí,Suíça,1.70,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,65,Defender,0,0.0,Equador,0.0,inf,inf,31
Rais M'Bolhi,Rússia,1.86,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goalkeeper,0,0.0,Argélia,0.0,inf,inf,28
Mehdi Lacen,Rússia,1.75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,72,Midfielder,0,0.0,Argélia,0.0,inf,inf,30
Mehdi Lacen,Coreia,1.75,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,9,0.0,72,Midfielder,3,0.0,Argélia,0.0,inf,inf,30
Mehdi Lacen,Bélgica,1.75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,2,0.0,72,Midfielder,0,0.0,Argélia,0.0,inf,inf,30
Mehdi Lacen,Alemanha,1.75,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0.0,35,0.0,72,Midfielder,14,0.0,Argélia,0.0,inf,inf,30
Mariano Andújar,Irã,1.94,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,88,Goalkeeper,0,0.0,Argentina,0.0,inf,inf,30
Mariano Andújar,Nigéria,1.94,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,88,Goalkeeper,0,0.0,Argentina,0.0,inf,inf,30
Mariano Andújar,Bósnia,1.94,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,88,Goalkeeper,0,0.0,Argentina,0.0,inf,inf,30
Mariano Andújar,Suíça,1.94,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,88,Goalkeeper,0,0.0,Argentina,0.0,inf,inf,30
Augusto Fernández,Irã,1.77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Midfielder,0,0.0,Argentina,0.0,inf,inf,28
Augusto Fernández,Nigéria,1.77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Midfielder,0,0.0,Argentina,0.0,inf,inf,28
Augusto Fernández,Bósnia,1.77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Midfielder,0,0.0,Argentina,0.0,inf,inf,28
Augusto Fernández,Suíça,1.77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Midfielder,0,0.0,Argentina,0.0,inf,inf,28
Leonardo Bonucci,Costa Rica,1.90,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,82,Defender,0,0.0,Itália,0.0,inf,inf,27
Leonardo Bonucci,Uruguai,1.90,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,47,0.0,82,Defender,11,0.0,Itália,0.0,inf,inf,27
Leonardo Bonucci,Inglaterra,1.90,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,82,Defender,0,0.0,Itália,0.0,inf,inf,27
Paul Aguilar,Holanda,1.78,1.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,3,0.0,1,0.0,0,0.0,0,0.0,0.0,21,0.0,65,Defender,5,0.0,México,0.0,inf,inf,28
Paul Aguilar,Croácia,1.78,1.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,3,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0.0,31,0.0,65,Defender,5,0.0,México,0.0,0.0,1.0,28
Paul Aguilar,Camarões,1.78,1.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,5,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0.0,31,0.0,65,Defender,3,0.0,México,0.0,inf,inf,28
Paul Aguilar,Brasil,1.78,1.0,0,0.0,1,0.0,4,0.0,0,0.0,1,0.0,1,0.0,3,0.0,3,0.0,0,0.0,0,0.0,0.0,25,0.0,65,Defender,0,0.0,México,0.0,0.0,0.0,28
Miguel Layún,Holanda,1.78,0.0,0,0.0,2,0.0,0,0.0,0,0.0,2,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,0.0,64,Defender,4,0.0,México,0.0,0.0,0.0,26
Miguel Layún,Croácia,1.78,0.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0.0,25,0.0,64,Defender,1,0.0,México,0.0,0.0,1.0,26
Miguel Layún,Camarões,1.78,0.0,0,0.0,1,0.0,0,0.0,1,0.0,2,0.0,5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,33,0.0,64,Defender,1,0.0,México,0.0,0.0,0.5,26
Miguel Layún,Brasil,1.78,0.0,0,0.0,1,0.0,2,0.0,0,0.0,2,0.0,3,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,24,0.0,64,Defender,7,0.0,México,0.0,0.0,0.0,26
Gonzalo Jara,Espanha,1.77,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,40,0.0,79,Defender,10,0.0,Chile,0.0,0.0,0.0,28
Gonzalo Jara,Holanda,1.77,0.0,0,0.0,2,0.0,3,0.0,0,0.0,0,0.0,0,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0.0,54,0.0,79,Defender,14,0.0,Chile,0.0,inf,inf,28
Gonzalo Jara,Austrália,1.77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,72,0.0,79,Defender,13,0.0,Chile,0.0,inf,inf,28
Gonzalo Jara,Brasil,1.77,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0.0,45,0.0,79,Defender,5,0.0,Chile,0.0,inf,inf,28
Thiago Silva,Camarões,1.82,1.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,39,0.0,79,Defender,3,0.0,Brasil,0.0,inf,inf,29
Thiago Silva,Croácia,1.82,1.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,66,0.0,79,Defender,7,0.0,Brasil,0.0,inf,inf,29
Thiago Silva,México,1.82,1.0,0,0.0,1,0.0,3,0.0,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,40,0.0,79,Defender,6,0.0,Brasil,0.0,0.0,1.0,29
Thiago Silva,Chile,1.82,1.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,37,0.0,79,Defender,15,0.0,Brasil,0.0,inf,inf,29
Javier Hernández,Holanda,1.75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3,0.0,62,Forward,2,0.0,México,0.0,inf,inf,26
Javier Hernández,Croácia,1.75,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,2,0.0,1,0.0,1,0.0,0.0,7,0.0,62,Forward,0,0.0,México,0.0,1.0,1.0,26
Javier Hernández,Camarões,1.75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,2,0.0,62,Forward,1,0.0,México,0.0,0.0,0.0,26
Javier Hernández,Brasil,1.75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0.0,1,0.0,62,Forward,0,0.0,México,0.0,0.0,0.0,26
Ron-Robert Zieler,Estados Unidos,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,83,Goalkeeper,0,0.0,Alemanha,0.0,inf,inf,25
Ron-Robert Zieler,Gana,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,83,Goalkeeper,0,0.0,Alemanha,0.0,inf,inf,25
Ron-Robert Zieler,Portugal,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,83,Goalkeeper,0,0.0,Alemanha,0.0,inf,inf,25
Ron-Robert Zieler,Argélia,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,83,Goalkeeper,0,0.0,Alemanha,0.0,inf,inf,25
Ron-Robert Zieler,França,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,83,Goalkeeper,0,0.0,Alemanha,0.0,inf,inf,25
Patrick Pemberton,Itália,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goalkeeper,0,0.0,Costa Rica,0.0,inf,inf,32
Patrick Pemberton,Inglaterra,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goalkeeper,0,0.0,Costa Rica,0.0,inf,inf,32
Patrick Pemberton,Uruguai,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goalkeeper,0,0.0,Costa Rica,0.0,inf,inf,32
Patrick Pemberton,Grécia,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goalkeeper,0,0.0,Costa Rica,0.0,inf,inf,32
Eduardo Vargas,Espanha,1.75,0.0,0,0.0,0,0.0,0,0.0,2,0.0,2,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0.0,20,0.0,69,Forward,4,0.0,Chile,0.0,0.5,1.0,24
Eduardo Vargas,Holanda,1.75,0.0,0,0.0,2,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,6,0.0,69,Forward,1,0.0,Chile,0.0,0.0,0.0,24
Eduardo Vargas,Austrália,1.75,0.0,1,0.0,2,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,28,0.0,69,Forward,1,0.0,Chile,0.0,0.0,1.0,24
Eduardo Vargas,Brasil,1.75,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,0.0,69,Forward,1,0.0,Chile,0.0,inf,inf,24
Charles Aranguiz,Espanha,1.71,1.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0.0,11,0.0,66,Midfielder,3,0.0,Chile,0.0,1.0,1.0,25
Charles Aranguiz,Holanda,1.71,1.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,2,0.0,0,0.0,1,0.0,0.0,35,0.0,66,Midfielder,5,0.0,Chile,0.0,inf,inf,25
Charles Aranguiz,Austrália,1.71,1.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,55,0.0,66,Midfielder,4,0.0,Chile,0.0,inf,inf,25
Charles Aranguiz,Brasil,1.71,1.0,0,0.0,0,0.0,1,0.0,3,0.0,3,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0.0,0.0,30,0.0,66,Midfielder,2,0.0,Chile,0.0,0.0,1.0,25
Alexander Domínguez,França,1.96,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goalkeeper,0,0.0,Equador,0.0,inf,inf,27
Daniel Sturridge,Uruguai,1.79,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,2,0.0,1,0.0,3,0.0,0,0.0,1,0.0,0.0,19,0.0,76,Forward,1,0.0,Inglaterra,0.0,0.0,0.8,24
Daniel Sturridge,Costa Rica,1.79,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0,0,0.0,1,0.0,2,0.0,0,0.0,1,0.0,0.0,15,0.0,76,Forward,2,0.0,Inglaterra,0.0,0.0,0.0,24
Daniel Sturridge,Itália,1.79,0.0,0,0.0,0,0.0,1,0.0,2,0.0,3,0.0,0,0.0,0,0.0,2,0.0,1,0.0,0,0.0,0.0,19,0.0,76,Forward,0,0.0,Inglaterra,0.0,0.3333333333333333,0.6666666666666666,24
Madjid Bouguerra,Rússia,1.89,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,89,Defender,0,0.0,Argélia,0.0,inf,inf,31
Madjid Bouguerra,Coreia,1.89,1.0,0,0.0,2,0.0,4,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,31,0.0,89,Defender,12,0.0,Argélia,0.0,inf,inf,31
Madjid Bouguerra,Bélgica,1.89,1.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0.0,25,0.0,89,Defender,9,0.0,Argélia,0.0,inf,inf,31
Madjid Bouguerra,Alemanha,1.89,1.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,0.0,89,Defender,5,0.0,Argélia,0.0,inf,inf,31
Jerome Boateng,Estados Unidos,1.92,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,9,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,59,0.0,90,Defender,3,0.0,Alemanha,0.0,inf,inf,25
Jerome Boateng,Gana,1.92,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,22,0.0,90,Defender,1,0.0,Alemanha,0.0,inf,inf,25
Jerome Boateng,Portugal,1.92,0.0,0,0.0,3,0.0,1,0.0,0,0.0,0,0.0,1,0.0,2,0.0,2,0.0,0,0.0,0,0.0,0.0,37,0.0,90,Defender,6,0.0,Alemanha,0.0,inf,inf,25
Jerome Boateng,Argélia,1.92,0.0,0,0.0,3,0.0,2,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,86,0.0,90,Defender,20,0.0,Alemanha,0.0,0.0,1.0,25
Jerome Boateng,França,1.92,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,36,0.0,90,Defender,10,0.0,Alemanha,0.0,inf,inf,25
Mamadou Sakho,Equador,1.86,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,50,0.0,74,Defender,9,0.0,França,0.0,inf,inf,24
Mamadou Sakho,Suíça,1.86,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,30,0.0,74,Defender,2,0.0,França,0.0,inf,inf,24
Mamadou Sakho,Honduras,1.86,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,76,0.0,74,Defender,10,0.0,França,0.0,inf,inf,24
Mamadou Sakho,Nigéria,1.86,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Defender,0,0.0,França,0.0,inf,inf,24
Mamadou Sakho,Alemanha,1.86,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,33,0.0,74,Defender,5,0.0,França,0.0,0.0,0.0,24
Diego Costa,Austrália,1.88,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,81,Forward,0,0.0,Espanha,0.0,inf,inf,25
Diego Costa,Holanda,1.88,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,0.0,2,0.0,0,0.0,2,0.0,0.0,13,0.0,81,Forward,0,0.0,Espanha,0.0,0.0,0.5,25
Diego Costa,Chile,1.88,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,9,0.0,81,Forward,1,0.0,Espanha,0.0,0.0,0.5,25
Benedikt Howedes,Estados Unidos,1.87,0.0,0,0.0,2,0.0,0,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1,0.0,0,0.0,0,0.0,0.0,52,0.0,80,Defender,8,0.0,Alemanha,0.0,0.0,1.0,26
Benedikt Howedes,Gana,1.87,0.0,1,0.0,2,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,36,0.0,80,Defender,10,0.0,Alemanha,0.0,inf,inf,26
Benedikt Howedes,Portugal,1.87,0.0,0,0.0,3,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,38,0.0,80,Defender,8,0.0,Alemanha,0.0,inf,inf,26
Benedikt Howedes,Argélia,1.87,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0.0,33,0.0,80,Defender,11,0.0,Alemanha,0.0,inf,inf,26
Benedikt Howedes,França,1.87,0.0,0,0.0,1,0.0,3,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,13,0.0,80,Defender,1,0.0,Alemanha,0.0,inf,inf,26
César Azpilicueta,Austrália,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,70,Defender,0,0.0,Espanha,0.0,inf,inf,24
César Azpilicueta,Holanda,1.78,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,40,0.0,70,Defender,6,0.0,Espanha,0.0,inf,inf,24
César Azpilicueta,Chile,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0.0,56,0.0,70,Defender,6,0.0,Espanha,0.0,inf,inf,24
Georginio Wijnaldum,Espanha,1.75,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,10,0.0,74,Midfielder,2,0.0,Holanda,0.0,0.0,1.0,23
Georginio Wijnaldum,Austrália,1.75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0,1,0.0,0,0.0,0,0.0,0.0,3,0.0,74,Midfielder,1,0.0,Holanda,0.0,inf,inf,23
Georginio Wijnaldum,Chile,1.75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,0.0,74,Midfielder,4,0.0,Holanda,0.0,0.0,0.0,23
Georginio Wijnaldum,México,1.75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,33,0.0,74,Midfielder,7,0.0,Holanda,0.0,inf,inf,23
Michael Barrantes,Itália,1.77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,71,Midfielder,0,0.0,Costa Rica,0.0,inf,inf,30
Michael Barrantes,Inglaterra,1.77,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,11,0.0,71,Midfielder,3,0.0,Costa Rica,0.0,inf,inf,30
Michael Barrantes,Uruguai,1.77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,71,Midfielder,0,0.0,Costa Rica,0.0,inf,inf,30
Michael Barrantes,Grécia,1.77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,71,Midfielder,0,0.0,Costa Rica,0.0,inf,inf,30
Jorge Claros,Suíça,1.76,0.0,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,69,0.0,70,Midfielder,9,0.0,Honduras,0.0,0.0,1.0,28
Jorge Claros,Equador,1.76,0.0,0,0.0,0,0.0,6,0.0,0,0.0,1,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0.0,48,0.0,70,Midfielder,2,0.0,Honduras,0.0,0.0,0.0,28
Jorge Claros,França,1.76,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,12,0.0,70,Midfielder,4,0.0,Honduras,0.0,inf,inf,28
Giovanni Sio,Colômbia,1.80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Forward,0,0.0,C. Marfim,0.0,inf,inf,25
Giovanni Sio,Grécia,1.80,0.0,0,0.0,0,0.0,2,0.0,1,0.0,1,0.0,0,0.0,2,0.0,1,0.0,0,0.0,1,0.0,0.0,2,0.0,77,Forward,1,0.0,C. Marfim,0.0,0.0,1.0,25
Giovanni Sio,Japão,1.80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Forward,0,0.0,C. Marfim,0.0,inf,inf,25
Martín Cáceres,Inglaterra,1.78,1.0,0,0.0,0,0.0,4,0.0,0,0.0,0,0.0,3,0.0,2,0.0,2,0.0,0,0.0,0,0.0,0.0,25,0.0,77,Defender,7,0.0,Uruguai,0.0,inf,inf,27
Martín Cáceres,Itália,1.78,1.0,0,0.0,0,0.0,2,0.0,1,0.0,2,0.0,1,0.0,2,0.0,1,0.0,0,0.0,0,0.0,0.0,46,0.0,77,Defender,12,0.0,Uruguai,0.0,0.0,0.5,27
Martín Cáceres,Costa Rica,1.78,1.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,2,0.0,3,0.0,0,0.0,0,0.0,0.0,53,0.0,77,Defender,10,0.0,Uruguai,0.0,0.0,1.0,27
Martín Cáceres,Colômbia,1.78,1.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,51,0.0,77,Defender,10,0.0,Uruguai,0.0,0.0,0.0,27
Michael Arroyo,França,1.78,0.0,0,0.0,2,0.0,1,0.0,0,0.0,2,0.0,2,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0.0,26,0.0,72,Midfielder,3,0.0,Equador,0.0,0.0,0.0,27
Michael Arroyo,Honduras,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,72,Midfielder,0,0.0,Equador,0.0,inf,inf,27
Michael Arroyo,Suíça,1.78,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,7,0.0,72,Midfielder,1,0.0,Equador,0.0,0.0,1.0,27
Jaime Ayoví,França,1.86,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,61,Forward,0,0.0,Equador,0.0,inf,inf,26
Jaime Ayoví,Honduras,1.86,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,61,Forward,0,0.0,Equador,0.0,inf,inf,26
Jaime Ayoví,Suíça,1.86,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,61,Forward,0,0.0,Equador,0.0,inf,inf,26
Fabián Orellana,Espanha,1.68,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,69,Forward,0,0.0,Chile,0.0,inf,inf,28
