codigo,altura,ano_nascimento,nome,peso,posicao,time,assistencias,bloqueios,carrinhos,chutes_certos,chutes_total,cruzamentos,faltas_cometidas,faltas_sofridas,gols,impedimentos,passes,roubadas,titular,banco,saiu,entrou,amarelo,vermelho
392800,1.81,"11 March, 1988",Fabio Coentrão,70,Defender,Portugal,0,1,1,0,0,4,1,0,0,0,31,4,1.0,0.0,1.0,0.0,0.0,0.0
394208,1.81,"8 November, 1989",Morgan Schneiderlin,75,Midfielder,França,0,1,1,0,1,0,0,1,0,0,65,10,1.0,2.0,0.0,0.0,0.0,0.0
394566,1.74,"16 April, 1986",Shinji Okazaki,76,Forward,Japão,0,0,2,1,2,0,8,7,1,0,35,7,3.0,0.0,1.0,0.0,0.0,0.0
394585,1.82,"13 June, 1986",Keisuke Honda,76,Forward,Japão,1,0,1,9,11,7,2,10,1,0,125,9,3.0,0.0,0.0,0.0,0.0,0.0
394603,1.89,"24 August, 1988",Yoshida Maya,78,Defender,Japão,0,5,4,1,2,2,5,5,0,0,139,27,3.0,0.0,0.0,0.0,1.0,0.0
394651,1.74,"22 February, 1986",Aoyama Toshihiro,73,Midfielder,Japão,0,0,0,1,1,0,2,0,0,0,25,4,1.0,2.0,1.0,0.0,0.0,0.0
394780,1.78,"25 January, 1983",Yasuyuki Konno,73,Defender,Japão,0,4,4,1,1,0,5,1,0,0,127,13,2.0,1.0,0.0,0.0,1.0,0.0
394835,1.77,"3 January, 1990",Kakitani Yoichiro,68,Forward,Japão,0,0,0,1,1,0,0,0,0,0,5,1,0.0,3.0,0.0,2.0,0.0,0.0
395037,1.83,"18 June, 1986",Shusaku Nishikawa,81,Goalkeeper,Japão,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
395122,1.87,"3 March, 1989",Shuichi Gonda,85,Goalkeeper,Japão,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
395125,1.79,"28 August, 1985",Inoha Masahiko,74,Defender,Japão,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
395130,1.70,"12 September, 1986",Yuto Nagatomo,68,Defender,Japão,1,3,3,2,2,23,5,1,0,0,117,18,3.0,0.0,0.0,0.0,0.0,0.0
395310,1.85,"20 March, 1983",Eiji Kawashima,82,Goalkeeper,Japão,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0
395451,1.82,"6 February, 1986",Carlos Sánchez,82,Midfielder,Colômbia,0,1,6,1,1,1,2,1,0,0,42,11,2.0,1.0,0.0,0.0,1.0,0.0
395468,1.85,"20 June, 1985",Aurelien Chedjou,77,Defender,Camarões,0,0,3,1,2,0,1,1,0,0,50,8,2.0,1.0,1.0,0.0,0.0,0.0
395615,1.79,"2 September, 1986",Gelson Fernandes,70,Midfielder,Suíça,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
396430,1.79,"19 January, 1986",Claudio Marchisio,76,Midfielder,Itália,0,0,5,2,2,0,7,5,1,1,82,10,3.0,0.0,0.0,0.0,0.0,1.0
396446,1.71,"28 April, 1988",Juan Mata,61,Forward,Espanha,0,0,0,2,2,0,1,0,1,0,32,3,0.0,3.0,0.0,1.0,0.0,0.0
396687,1.87,"27 August, 1985",Nikica Jelavic,84,Forward,Croácia,0,0,1,1,1,1,4,0,0,0,12,0,1.0,2.0,1.0,1.0,0.0,0.0
397447,1.85,"8 April, 1987",Dario Vidosic,74,Midfielder,Austrália,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
397482,1.82,"4 January, 1990",Toni Kroos,78,Midfielder,Alemanha,2,2,3,4,6,10,1,6,0,0,255,11,3.0,0.0,0.0,0.0,0.0,0.0
397547,1.90,"23 March, 1989",Eric Maxim Choupo-Moting,84,Forward,Camarões,0,3,2,3,5,2,1,0,0,1,55,12,3.0,0.0,2.0,0.0,0.0,0.0
397817,1.72,"7 January, 1991",Eden Hazard,56,Midfielder,Bélgica,2,0,0,3,3,8,2,8,0,0,57,5,2.0,1.0,0.0,1.0,0.0,0.0
397830,1.75,"17 December, 1989",André Ayew,72,Midfielder,Gana,0,0,2,4,5,2,2,4,2,1,64,12,3.0,0.0,1.0,0.0,0.0,0.0
397897,1.71,"8 February, 1990",Yacine Brahimi,68,Midfielder,Argélia,1,0,4,3,4,8,4,5,1,0,62,10,2.0,1.0,2.0,0.0,0.0,0.0
397904,1.87,"16 August, 1989",Moussa Sissoko,88,Midfielder,França,0,1,1,2,3,13,4,2,1,1,87,3,2.0,1.0,0.0,1.0,0.0,0.0
398553,1.92,"5 February, 1986",Vedran Corluka,84,Defender,Croácia,0,5,2,0,1,0,3,3,0,0,107,22,3.0,0.0,0.0,0.0,1.0,0.0
398659,1.80,"2 February, 1985",Silvestre Varela,79,Forward,Portugal,0,0,1,2,3,4,1,1,1,0,20,1,0.0,3.0,0.0,2.0,0.0,0.0
399085,1.83,"31 August, 1988",David Ospina,79,Goalkeeper,Colômbia,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0
400160,1.92,"17 March, 1986",Edin Dzeko,80,Forward,Bósnia,0,1,1,8,12,1,5,5,1,3,52,2,3.0,0.0,1.0,0.0,0.0,0.0
400424,1.67,"8 January, 1989",Oliver Bozanic,77,Midfielder,Austrália,0,1,2,1,1,4,2,2,0,0,33,1,1.0,2.0,1.0,1.0,0.0,0.0
401315,1.83,"10 June, 1983",Steve Von Bergen,79,Defender,Suíça,0,0,0,0,0,0,0,2,0,0,32,8,2.0,1.0,1.0,0.0,0.0,0.0
401342,1.80,"2 April, 1990",Miralem Pjanic,68,Midfielder,Bósnia,1,0,2,6,7,4,2,7,1,1,189,16,3.0,0.0,0.0,0.0,0.0,0.0
401897,1.84,"16 August, 1989",Anel Hadzic,73,Midfielder,Bósnia,0,0,1,0,0,1,1,0,0,0,29,3,1.0,2.0,1.0,0.0,0.0,0.0
402037,1.79,"9 October, 1984",Djamel Mesbah,74,Defender,Argélia,0,4,6,1,1,7,5,2,0,0,92,14,2.0,1.0,0.0,0.0,1.0,0.0
402045,1.83,"5 September, 1988",Felipe Caicedo,80,Forward,Equador,0,0,3,1,1,0,2,1,0,1,29,5,2.0,1.0,2.0,1.0,0.0,0.0
402305,1.85,"8 February, 1991",Michael Lang,79,Defender,Suíça,0,0,0,0,0,1,1,0,0,0,4,0,0.0,2.0,0.0,1.0,0.0,0.0
402360,1.80,"28 February, 1987",Antonio Candreva,72,Midfielder,Itália,1,2,0,2,5,10,0,0,0,1,42,1,2.0,1.0,2.0,0.0,0.0,0.0
402362,1.81,"27 June, 1984",Gokhan Inler,80,Midfielder,Suíça,1,1,1,3,6,1,4,5,0,0,162,25,3.0,0.0,0.0,0.0,0.0,0.0
402366,1.79,"12 April, 1989",Valentin Stocker,73,Midfielder,Suíça,0,0,0,0,1,0,1,0,0,0,9,0,1.0,2.0,1.0,0.0,0.0,0.0
406401,1.85,"15 August, 1989",Ryan McGowan,75,Defender,Austrália,1,1,5,0,0,2,2,3,0,0,84,9,2.0,1.0,0.0,1.0,0.0,0.0
408109,1.79,"10 May, 1988",Adam Lallana,73,Midfielder,Inglaterra,0,2,2,0,0,5,2,2,0,0,32,4,1.0,1.0,1.0,2.0,1.0,0.0
408160,1.84,"27 June, 1984",José Holebas,79,Defender,Grécia,0,2,4,2,3,13,8,3,0,0,70,19,3.0,0.0,0.0,0.0,0.0,0.0
408161,1.82,"11 December, 1987",Fabian Johnson,74,Defender,Estados Unidos,0,3,0,1,2,4,1,4,0,1,91,9,3.0,0.0,0.0,0.0,0.0,0.0
409107,1.74,"22 May, 1984",Didier Ya Konan,74,Midfielder,C. Marfim,0,0,0,0,0,0,0,1,0,0,8,0,0.0,3.0,0.0,1.0,0.0,0.0
409124,1.88,"12 March, 1988",Konstantinos Mitroglou,94,Forward,Grécia,0,0,0,2,2,1,0,0,0,1,4,0,1.0,2.0,1.0,1.0,0.0,0.0
409126,1.85,"10 June, 1985",Vasilis Torosidis,80,Defender,Grécia,0,3,4,1,5,16,6,4,0,0,84,7,3.0,0.0,0.0,0.0,1.0,0.0
409128,1.89,"22 April, 1987",David Luiz,84,Defender,Brasil,1,4,6,2,3,2,4,0,0,0,139,19,3.0,0.0,0.0,0.0,0.0,0.0
409159,1.91,"20 March, 1987",Jo,78,Forward,Brasil,0,0,0,0,1,0,0,0,0,1,2,0,0.0,3.0,0.0,1.0,0.0,0.0
410479,1.88,"23 July, 1987",Luiz Gustavo,80,Midfielder,Brasil,1,2,9,1,2,1,7,10,0,0,132,30,3.0,0.0,0.0,0.0,1.0,0.0
415166,1.76,"17 May, 1984",Igor Denisov,70,Midfielder,Rússia,0,0,2,2,2,0,1,2,0,0,56,5,0.0,3.0,0.0,2.0,0.0,0.0
415170,1.78,"18 February, 1989",Alexey Ionov,68,Forward,Rússia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
415208,1.78,"19 July, 1984",Alexander Samedov,75,Forward,Rússia,0,1,1,1,2,23,1,6,0,0,100,10,3.0,0.0,1.0,0.0,0.0,0.0
415209,1.83,"18 August, 1980",Emir Spahic,77,Defender,Bósnia,0,2,6,0,0,0,3,3,0,0,164,39,3.0,0.0,0.0,0.0,0.0,0.0
415214,1.89,"11 July, 1985",Orestis Karnezis,84,Goalkeeper,Grécia,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0
415334,1.88,"21 May, 1986",Mario Mandzukic,84,Forward,Croácia,0,0,1,2,4,0,3,2,2,3,27,2,2.0,0.0,0.0,0.0,0.0,0.0
415336,1.91,"18 March, 1985",Gordon Schildenfeld,90,Defender,Croácia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
415338,1.84,"20 December, 1983",Ognjen Vukojevic,85,Midfielder,Croácia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
415506,1.78,"12 October, 1986",Ioannis Maniatis,68,Midfielder,Grécia,0,4,3,2,2,3,4,4,0,0,100,15,3.0,0.0,0.0,0.0,0.0,0.0
415581,1.72,"25 February, 1984",Joao Pereira,64,Defender,Portugal,0,1,4,0,0,9,2,1,0,0,97,15,3.0,0.0,1.0,0.0,0.0,0.0
416523,1.77,"12 December, 1990",Victor Moses,73,Midfielder,Nigéria,0,0,0,1,1,1,1,0,0,0,7,0,1.0,1.0,1.0,0.0,0.0,0.0
418066,1.85,"26 September, 1985",Senijad Ibricic,79,Midfielder,Bósnia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
419772,1.71,"21 July, 1989",Marco Fabián,65,Midfielder,México,0,0,0,1,1,0,1,1,0,0,16,1,0.0,1.0,0.0,3.0,0.0,0.0
421720,1.88,"5 January, 1990",Leroy Fer,79,Midfielder,Holanda,0,0,1,1,1,0,1,0,1,0,6,2,0.0,3.0,0.0,1.0,0.0,0.0
422411,1.77,"30 November, 1987",Max Gradel,69,Midfielder,C. Marfim,0,1,0,1,1,4,2,2,0,0,15,3,1.0,2.0,1.0,0.0,0.0,0.0
422655,1.88,"16 February, 1982",Rickie Lambert,77,Forward,Inglaterra,0,0,0,0,0,0,1,0,0,0,0,1,0.0,3.0,0.0,1.0,0.0,0.0
435987,1.89,"12 August, 1990",Mario Balotelli,88,Forward,Itália,0,0,3,4,7,0,8,3,1,6,34,2,3.0,0.0,2.0,0.0,2.0,0.0
437140,1.69,"28 July, 1987",Pedro,64,Forward,Espanha,0,0,2,1,1,1,2,6,0,0,30,2,1.0,2.0,1.0,0.0,0.0,0.0
437146,1.88,"14 February, 1987",Edinson Cavani,71,Forward,Uruguai,1,0,2,3,8,3,5,1,1,4,57,10,3.0,0.0,0.0,0.0,0.0,0.0
439302,1.80,"25 October, 1986",Roger Espinoza,73,Midfielder,Honduras,0,0,4,3,4,2,4,1,0,0,81,12,3.0,0.0,1.0,0.0,0.0,0.0
439571,1.90,"11 July, 1985",Geoff Cameron,84,Defender,Estados Unidos,0,2,0,0,0,0,1,1,0,0,54,8,2.0,1.0,0.0,0.0,0.0,0.0
440563,1.77,"26 December, 1989",Sofiane Feghouli,71,Forward,Argélia,1,1,6,2,3,4,4,7,1,0,64,13,3.0,0.0,0.0,0.0,0.0,0.0
440565,1.92,"30 September, 1986",Olivier Giroud,88,Forward,França,1,1,0,3,5,1,2,4,1,0,24,0,1.0,1.0,1.0,2.0,0.0,0.0
440827,1.81,"24 March, 1987",Ramires,73,Midfielder,Brasil,1,0,4,0,0,1,3,1,0,0,16,2,1.0,2.0,1.0,1.0,1.0,0.0
441046,1.85,"13 December, 1987",Albert Adomah,74,Midfielder,Gana,0,1,1,0,0,1,0,0,0,0,7,1,0.0,3.0,0.0,1.0,0.0,0.0
441986,1.80,"27 January, 1985",Ruben Amorim,78,Midfielder,Portugal,0,0,1,0,1,1,2,1,0,0,39,6,1.0,2.0,0.0,0.0,0.0,0.0
442081,1.90,"22 December, 1987",Eder,81,Forward,Portugal,0,0,1,2,7,3,4,5,0,0,52,5,1.0,1.0,1.0,2.0,0.0,0.0
442366,1.76,"22 April, 1986",Viktor Fayzulin,72,Midfielder,Rússia,0,0,1,3,4,5,1,7,0,0,139,14,3.0,0.0,0.0,0.0,0.0,0.0
442973,1.90,"2 January, 1983",Jefferson,93,Goalkeeper,Brasil,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
443052,1.87,"2 August, 1989",Nacer Chadli,80,Midfielder,Bélgica,0,0,2,2,3,0,2,0,0,0,27,0,1.0,1.0,1.0,0.0,0.0,0.0
443066,1.64,"6 May, 1987",Dries Mertens,61,Midfielder,Bélgica,0,0,1,5,8,12,3,3,1,2,37,9,2.0,1.0,2.0,1.0,0.0,0.0
443126,1.86,"22 July, 1989",Daryl Janmaat,80,Defender,Holanda,1,1,5,0,0,3,6,1,0,0,83,27,3.0,0.0,0.0,0.0,0.0,0.0
445051,1.82,"19 December, 1986",Lazaros Christodoulopoulos,77,Midfielder,Grécia,0,0,1,0,4,4,0,2,0,0,20,5,1.0,2.0,0.0,0.0,0.0,0.0
445071,1.90,"10 October, 1986",Panagiotis Glykos,77,Goalkeeper,Grécia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,1.0,0.0,0.0
445324,1.83,"26 November, 1987",Georgios Tzavelas,80,Defender,Grécia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
445387,1.69,"4 April, 1990",Saito Manabu,68,Forward,Japão,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
445416,1.85,"12 April, 1990",Hiroki Sakai,70,Defender,Japão,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
445461,1.72,"12 November, 1989",Hiroshi Kiyotake,63,Forward,Japão,0,0,0,0,0,0,0,0,0,0,5,1,0.0,3.0,0.0,1.0,0.0,0.0
446266,1.70,"21 March, 1989",Jordi Alba,69,Defender,Espanha,0,1,0,1,3,5,1,3,0,0,185,24,3.0,0.0,0.0,0.0,0.0,0.0
446775,1.68,"9 December, 1988",Kwadwo Asamoah,78,Midfielder,Gana,1,0,4,2,3,9,1,6,0,0,147,24,3.0,0.0,0.0,0.0,0.0,0.0
447020,1.76,"14 March, 1991",Gotoku Sakai,74,Defender,Japão,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
447916,1.84,"26 November, 1990",Danny Welbeck,73,Forward,Inglaterra,0,1,3,0,1,3,1,3,0,0,46,6,2.0,1.0,2.0,0.0,0.0,0.0
454635,1.88,"12 April, 1988",Ricardo Álvarez,84,Midfielder,Argentina,0,0,0,0,0,0,0,2,0,0,11,2,0.0,2.0,0.0,1.0,0.0,0.0
456926,1.86,"14 October, 1986",Henrique,73,Defender,Brasil,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
457028,1.83,"18 January, 1986",Senad Lulic,75,Midfielder,Bósnia,1,0,5,2,2,4,2,1,0,2,47,6,2.0,1.0,1.0,0.0,0.0,0.0
457102,1.88,"14 November, 1990",Roman Burki,83,Goalkeeper,Suíça,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
457113,1.83,"16 March, 1991",Admir Mehmedi,76,Forward,Suíça,0,1,0,4,5,1,1,6,1,1,80,11,2.0,1.0,0.0,1.0,0.0,0.0
457509,1.82,"6 March, 1986",Avdija Vrsajevic,75,Midfielder,Bósnia,0,0,2,1,2,5,1,0,1,0,42,8,1.0,2.0,0.0,0.0,0.0,0.0
457705,1.87,"24 May, 1982",Victor Bernárdez,86,Defender,Honduras,0,1,3,1,2,0,5,2,0,0,60,15,3.0,0.0,1.0,0.0,1.0,0.0
457707,1.87,"29 July, 1984",Osman Chávez,91,Defender,Honduras,0,1,0,0,0,0,0,1,0,0,10,2,0.0,2.0,0.0,1.0,0.0,0.0
457756,1.90,"21 February, 1989",Fede Fernández,81,Defender,Argentina,0,3,4,1,2,0,2,6,0,0,136,10,3.0,0.0,0.0,0.0,0.0,0.0
458638,1.79,"7 November, 1984",Serey Die,77,Midfielder,C. Marfim,0,2,5,1,1,1,6,2,0,0,148,18,3.0,0.0,2.0,0.0,1.0,0.0
459424,1.82,"30 August, 1983",Mehdi Mostefa,82,Midfielder,Argélia,0,1,3,0,0,0,3,2,0,0,13,4,1.0,2.0,0.0,0.0,0.0,0.0
459434,1.85,"10 September, 1985",Laurent Koscielny,75,Defender,França,0,3,1,0,0,0,2,1,0,0,51,8,1.0,1.0,0.0,1.0,0.0,0.0
461699,1.86,"21 December, 1986",Ousmane Diarrassouba,83,Defender,C. Marfim,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
461719,1.73,"30 July, 1989",Mario Martínez,70,Midfielder,Honduras,0,0,0,2,2,0,0,1,0,0,11,0,0.0,3.0,0.0,1.0,0.0,0.0
461725,1.90,"4 January, 1985",Jung Sung-Ryong,85,Goalkeeper,Coreia,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0
461729,1.79,"12 September, 1985",Chang-Soo Kim,74,Defender,Coreia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
461735,1.77,"11 April, 1985",Keun-Ho Lee,75,Forward,Coreia,1,0,2,4,7,4,0,1,1,0,30,4,0.0,3.0,0.0,3.0,0.0,0.0
461803,1.86,"13 September, 1989",Thomas Müller,75,Forward,Alemanha,1,2,1,6,7,10,3,4,4,5,78,5,3.0,0.0,1.0,0.0,0.0,0.0
461806,1.85,"27 March, 1990",Nicolas N'Koulou,77,Defender,Camarões,0,6,3,0,1,0,1,0,0,0,88,20,3.0,0.0,0.0,0.0,0.0,0.0
462543,1.77,"17 October, 1986",Constant Djakpa,71,Defender,C. Marfim,0,1,0,0,0,0,0,0,0,0,9,1,0.0,3.0,0.0,1.0,0.0,0.0
462632,1.98,"15 May, 1986",Jasmin Fejzic,95,Goalkeeper,Bósnia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
463178,1.88,"22 May, 1985",Carlos Valdés,77,Defender,Colômbia,0,0,0,0,0,0,2,0,0,0,26,7,1.0,2.0,0.0,0.0,0.0,0.0
464644,1.82,"10 December, 1988",Wilfried Bony,88,Forward,C. Marfim,0,1,1,2,6,1,5,1,2,1,28,1,2.0,1.0,2.0,1.0,0.0,0.0
466295,1.81,"9 September, 1991",Oscar,66,Midfielder,Brasil,2,2,11,4,5,10,5,5,1,2,87,13,3.0,0.0,1.0,0.0,0.0,0.0
466419,1.72,"1 January, 1992",Jack Wilshere,65,Midfielder,Inglaterra,0,2,0,0,0,0,2,2,0,0,44,3,1.0,2.0,1.0,1.0,0.0,0.0
466739,1.86,"25 February, 1989",Milan Badelj,76,Midfielder,Croácia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0
466741,1.88,"5 July, 1989",Dejan Lovren,84,Defender,Croácia,0,4,3,0,1,0,5,2,0,0,99,15,3.0,0.0,0.0,0.0,1.0,0.0
468085,1.86,"19 July, 1988",Kevin Großkreutz,72,Defender,Alemanha,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
471072,1.87,"2 February, 1989",Ivan Perisic,80,Midfielder,Croácia,1,1,2,6,11,11,3,5,2,0,50,13,3.0,0.0,1.0,0.0,0.0,0.0
471521,1.79,"25 July, 1986",Hulk,80,Forward,Brasil,0,1,1,3,5,3,1,4,0,0,24,3,2.0,1.0,2.0,0.0,0.0,0.0
473187,1.89,"16 July, 1988",Sergio Busquets,73,Midfielder,Espanha,0,0,1,0,1,0,1,3,0,0,111,12,2.0,1.0,0.0,0.0,0.0,0.0
473961,1.80,"2 July, 1988",Chung-Yong Lee,69,Midfielder,Coreia,0,2,5,1,3,11,3,3,0,0,73,10,3.0,0.0,1.0,0.0,0.0,0.0
473962,1.86,"24 January, 1989",Sung-Yueng Ki,79,Midfielder,Coreia,1,2,6,5,7,8,5,6,0,0,175,15,3.0,0.0,0.0,0.0,1.0,0.0
473970,1.85,"3 February, 1982",Jalal Hosseini,80,Defender,Irã,0,2,2,0,2,0,0,0,0,0,36,16,3.0,0.0,0.0,0.0,0.0,0.0
473975,1.89,"20 October, 1982",Ahmad Alnameh,78,Defender,Irã,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
473977,1.77,"25 February, 1990",Ehsan Haji Safi,64,Midfielder,Irã,0,0,7,3,5,8,0,0,0,0,45,9,3.0,0.0,2.0,0.0,0.0,0.0
473978,1.85,"9 June, 1984",Masoud Shojaei,73,Forward,Irã,0,1,4,0,1,3,6,7,0,0,17,11,2.0,1.0,1.0,1.0,1.0,0.0
474975,1.80,"23 March, 1986",Eyong Enoh,70,Midfielder,Camarões,0,1,5,3,5,0,8,4,0,0,69,12,3.0,0.0,0.0,0.0,1.0,0.0
476950,1.83,"10 July, 1985",Chu-Young Park,70,Forward,Coreia,0,1,3,1,1,0,4,1,0,0,27,5,2.0,1.0,2.0,0.0,0.0,0.0
476984,1.71,"25 July, 1990",Mubarak Wakaso,72,Midfielder,Gana,0,1,1,0,2,0,2,1,0,1,11,0,0.0,3.0,0.0,2.0,0.0,0.0
479360,1.87,"17 June, 1990",Jordan Henderson,67,Midfielder,Inglaterra,0,0,1,3,3,1,1,1,0,0,100,17,2.0,1.0,2.0,0.0,0.0,0.0
479948,1.88,"13 February, 1991",Eliaquim Mangala,81,Defender,França,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
481182,1.78,"17 June, 1990",Alan Dzagoev,70,Midfielder,Rússia,0,0,1,1,2,0,2,0,0,0,26,4,0.0,2.0,0.0,3.0,0.0,0.0
481245,1.91,"27 October, 1984",Danijel Subašić,84,Goalkeeper,Croácia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
481280,1.92,"19 September, 1980",Sergey Ryzhikov,92,Goalkeeper,Rússia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
481609,1.88,"3 August, 1984",Mile Jedinak,78,Midfielder,Austrália,0,1,3,2,2,0,6,4,1,0,117,21,3.0,0.0,0.0,0.0,2.0,0.0
481610,1.86,"12 June, 1981",Eugene Galekovic,91,Goalkeeper,Austrália,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
481672,1.80,"22 January, 1984",Hashem Beikzadeh,78,Midfielder,Irã,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
481709,1.86,"6 September, 1983",Pejman Montazeri,78,Defender,Irã,0,6,4,0,0,4,3,2,0,0,89,21,3.0,0.0,0.0,0.0,0.0,0.0
481764,1.85,"8 July, 1981",Tae-Hwi Kwak,80,Defender,Coreia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
482076,1.90,"12 December, 1987",Adam Kwarasey,84,Goalkeeper,Gana,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0
482127,1.79,"27 April, 1991",Georgy Shchennikov,69,Defender,Rússia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
482752,1.86,"2 March, 1989",Toby Alderweireld,80,Defender,Bélgica,0,2,9,0,0,6,4,4,0,1,77,17,2.0,1.0,0.0,0.0,1.0,0.0
482753,1.80,"9 March, 1990",Daley Blind,72,Defender,Holanda,2,1,10,0,0,4,9,3,0,0,114,21,3.0,0.0,0.0,0.0,1.0,0.0
482764,1.87,"22 April, 1989",Jasper Cillessen,82,Goalkeeper,Holanda,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
483710,1.81,"28 June, 1991",Kevin De Bruyne,68,Midfielder,Bélgica,1,0,2,1,1,6,2,0,0,1,64,13,2.0,1.0,0.0,0.0,0.0,0.0
483865,1.86,"29 March, 1990",Timmy Chandler,83,Defender,Estados Unidos,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
487107,1.82,"2 March, 1985",Ha Dae-Sung,73,Midfielder,Coreia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
487289,1.69,"19 December, 1988",Alexis Sánchez,70,Forward,Chile,1,1,1,3,5,7,5,17,1,1,80,13,3.0,0.0,0.0,0.0,0.0,0.0
487465,1.87,"6 January, 1985",Abel Aguilar,82,Midfielder,Colômbia,1,0,7,0,1,1,4,0,0,0,50,4,2.0,1.0,2.0,0.0,0.0,0.0
489160,1.84,"20 February, 1990",Ciro Immobile,78,Forward,Itália,0,1,1,1,2,0,3,1,0,6,14,1,1.0,2.0,1.0,1.0,0.0,0.0
489253,1.78,"1 June, 1984",Jean Beausejour,80,Midfielder,Chile,0,0,1,1,1,5,1,0,1,0,13,2,0.0,2.0,0.0,2.0,0.0,0.0
490027,1.80,"15 May, 1989",James Holland,76,Midfielder,Austrália,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
490205,1.95,"11 October, 1988",Omar González,95,Defender,Estados Unidos,0,2,0,0,0,0,1,1,0,0,26,6,1.0,2.0,0.0,1.0,1.0,0.0
490210,1.82,"11 February, 1987",Matt Besler,77,Defender,Estados Unidos,0,5,4,0,0,0,1,3,0,0,97,19,3.0,0.0,1.0,0.0,0.0,0.0
490225,1.77,"18 August, 1986",Graham Zusi,73,Midfielder,Estados Unidos,2,2,1,0,1,2,1,2,0,0,71,6,2.0,1.0,2.0,1.0,0.0,0.0
490577,1.86,"8 August, 1990",Abel Hernández,73,Forward,Uruguai,0,0,0,0,0,0,0,0,0,2,1,0,0.0,3.0,0.0,1.0,0.0,0.0
490600,1.89,"5 May, 1988",Frickson Erazo,65,Defender,Equador,0,4,4,0,2,0,2,0,0,1,68,18,3.0,0.0,0.0,0.0,1.0,0.0
490673,1.86,"14 June, 1991",Konstantinos Manolas,79,Defender,Grécia,0,1,6,0,0,0,2,5,0,0,56,24,3.0,0.0,0.0,0.0,0.0,0.0
490689,1.78,"26 May, 1988",Juan Cuadrado,66,Midfielder,Colômbia,3,0,8,3,5,6,4,7,1,0,59,3,3.0,0.0,1.0,0.0,0.0,0.0
